,user_id,time,0,date,date_hms
56,112197,2021-12-24T18:19:58Z,2022-02-04 00:00:00.000000000,2021-12-24 00:00:00.000000000,2021-12-24 18:19:58.000000000
208,109742,2021-12-24T18:32:54Z,2022-01-17 08:38:23.999999999,2021-12-24 00:00:00.000000000,2021-12-24 18:32:54.000000000
207,109742,2021-12-24T18:03:00Z,2022-01-19 21:07:12.000000000,2021-12-24 00:00:00.000000000,2021-12-24 18:03:00.000000000
55,112197,2021-12-24T17:15:05Z,2022-02-04 20:09:36.000000000,2021-12-24 00:00:00.000000000,2021-12-24 17:15:05.000000000
57,112197,2021-12-24T18:21:38Z,2022-01-24 22:04:48.000000000,2021-12-24 00:00:00.000000000,2021-12-24 18:21:38.000000000
36,115725,2021-12-24T18:48:55Z,2022-01-16 12:28:48.000000000,2021-12-24 00:00:00.000000000,2021-12-24 18:48:55.000000000
35,115725,2021-12-24T17:55:49Z,2022-01-16 12:28:48.000000000,2021-12-24 00:00:00.000000000,2021-12-24 17:55:49.000000000
30,117502,2021-12-24T19:48:52Z,2022-01-11 11:31:12.000000000,2021-12-24 00:00:00.000000000,2021-12-24 19:48:52.000000000
209,109742,2021-12-24T18:50:15Z,2022-01-17 08:38:23.999999999,2021-12-24 00:00:00.000000000,2021-12-24 18:50:15.000000000
210,109742,2021-12-24T21:21:49Z,2022-01-18 04:48:00.000000000,2021-12-24 00:00:00.000000000,2021-12-24 21:21:49.000000000
136,116812,2021-12-24T17:30:34Z,2022-01-03 22:04:48.000000000,2021-12-24 00:00:00.000000000,2021-12-24 17:30:34.000000000
137,116812,2021-12-24T20:54:05Z,2022-01-06 10:33:36.000000000,2021-12-24 00:00:00.000000000,2021-12-24 20:54:05.000000000
211,109742,2021-12-25T21:23:24Z,2022-01-22 09:36:00.000000000,2021-12-25 00:00:00.000000000,2021-12-25 21:23:24.000000000
138,116812,2021-12-25T23:03:01Z,2022-01-07 06:43:12.000000000,2021-12-25 00:00:00.000000000,2021-12-25 23:03:01.000000000
156,112076,2021-12-25T17:00:53Z,2022-01-15 16:19:12.000000000,2021-12-25 00:00:00.000000000,2021-12-25 17:00:53.000000000
4,107445,2021-12-25T05:07:47Z,2022-01-21 13:26:24.000000000,2021-12-25 00:00:00.000000000,2021-12-25 05:07:47.000000000
18,118777,2021-12-25T01:53:11Z,2022-01-19 21:07:12.000000000,2021-12-25 00:00:00.000000000,2021-12-25 01:53:11.000000000
9,111856,2021-12-25T06:38:29Z,2022-01-05 14:24:00.000000000,2021-12-25 00:00:00.000000000,2021-12-25 06:38:29.000000000
205,121092,2021-12-26T00:20:14Z,2022-01-01 09:36:00.000000000,2021-12-26 00:00:00.000000000,2021-12-26 00:20:14.000000000
206,121092,2021-12-26T00:20:38Z,2022-01-03 01:55:12.000000000,2021-12-26 00:00:00.000000000,2021-12-26 00:20:38.000000000
88,114156,2021-12-26T06:47:13Z,2022-01-19 00:57:36.000000000,2021-12-26 00:00:00.000000000,2021-12-26 06:47:13.000000000
157,112076,2021-12-26T09:00:04Z,2022-01-14 00:00:00.000000000,2021-12-26 00:00:00.000000000,2021-12-26 09:00:04.000000000
158,112076,2021-12-26T17:00:28Z,2022-01-11 11:31:12.000000000,2021-12-26 00:00:00.000000000,2021-12-26 17:00:28.000000000
7,119839,2021-12-26T23:56:40Z,2022-02-03 03:50:24.000000000,2021-12-26 00:00:00.000000000,2021-12-26 23:56:40.000000000
