,user_id,time,0,date,date_hms
132,112076,2021-12-13T09:13:05Z,2022-01-18 04:48:00.000000000,2021-12-13 00:00:00.000000000,2021-12-13 09:13:05.000000000
98,118777,2021-12-13T13:39:42Z,2022-01-04 18:14:24.000000000,2021-12-13 00:00:00.000000000,2021-12-13 13:39:42.000000000
97,118777,2021-12-13T13:39:36Z,2022-01-04 18:14:24.000000000,2021-12-13 00:00:00.000000000,2021-12-13 13:39:36.000000000
93,117938,2021-12-13T14:45:11Z,2022-01-19 00:57:36.000000000,2021-12-13 00:00:00.000000000,2021-12-13 14:45:11.000000000
112,114156,2021-12-13T15:22:18Z,2022-01-19 00:57:36.000000000,2021-12-13 00:00:00.000000000,2021-12-13 15:22:18.000000000
5,107445,2021-12-13T19:07:43Z,2022-01-20 17:16:47.999999999,2021-12-13 00:00:00.000000000,2021-12-13 19:07:43.000000000
78,109742,2021-12-14T23:44:34Z,2022-01-16 12:28:48.000000000,2021-12-14 00:00:00.000000000,2021-12-14 23:44:34.000000000
19,115725,2021-12-14T15:16:44Z,2022-01-16 12:28:48.000000000,2021-12-14 00:00:00.000000000,2021-12-14 15:16:44.000000000
99,118777,2021-12-14T15:48:14Z,2022-01-14 00:00:00.000000000,2021-12-14 00:00:00.000000000,2021-12-14 15:48:14.000000000
86,117502,2021-12-14T15:19:05Z,2022-01-14 20:09:36.000000000,2021-12-14 00:00:00.000000000,2021-12-14 15:19:05.000000000
87,117502,2021-12-14T15:19:39Z,2022-01-15 16:19:12.000000000,2021-12-14 00:00:00.000000000,2021-12-14 15:19:39.000000000
133,112076,2021-12-14T17:07:59Z,2022-01-19 00:57:36.000000000,2021-12-14 00:00:00.000000000,2021-12-14 17:07:59.000000000
90,112705,2021-12-14T15:03:55Z,2022-01-19 21:07:11.999999999,2021-12-14 00:00:00.000000000,2021-12-14 15:03:55.000000000
83,120798,2021-12-14T21:51:44Z,2022-01-22 09:36:00.000000000,2021-12-14 00:00:00.000000000,2021-12-14 21:51:44.000000000
77,109742,2021-12-14T23:41:42Z,2022-01-19 21:07:11.999999999,2021-12-14 00:00:00.000000000,2021-12-14 23:41:42.000000000
64,112197,2021-12-14T14:32:14Z,2022-01-26 14:24:00.000000000,2021-12-14 00:00:00.000000000,2021-12-14 14:32:14.000000000
100,118777,2021-12-14T15:48:30Z,2022-01-17 08:38:24.000000000,2021-12-14 00:00:00.000000000,2021-12-14 15:48:30.000000000
113,114156,2021-12-14T23:57:05Z,2022-01-19 21:07:11.999999999,2021-12-14 00:00:00.000000000,2021-12-14 23:57:05.000000000
31,116812,2021-12-15T17:52:32Z,2022-01-20 17:16:47.999999999,2021-12-15 00:00:00.000000000,2021-12-15 17:52:32.000000000
92,112705,2021-12-15T14:06:43Z,2022-01-19 21:07:11.999999999,2021-12-15 00:00:00.000000000,2021-12-15 14:06:43.000000000
91,112705,2021-12-15T14:02:57Z,2022-01-20 17:16:47.999999999,2021-12-15 00:00:00.000000000,2021-12-15 14:02:57.000000000
79,109742,2021-12-15T22:31:23Z,2022-01-19 21:07:11.999999999,2021-12-15 00:00:00.000000000,2021-12-15 22:31:23.000000000
66,112197,2021-12-16T00:32:00Z,2022-01-28 06:43:12.000000000,2021-12-16 00:00:00.000000000,2021-12-16 00:32:00.000000000
42,100345,2021-12-16T20:27:22Z,2022-01-14 20:09:36.000000000,2021-12-16 00:00:00.000000000,2021-12-16 20:27:22.000000000
116,114156,2021-12-16T22:28:44Z,2022-01-20 17:16:47.999999999,2021-12-16 00:00:00.000000000,2021-12-16 22:28:44.000000000
115,114156,2021-12-16T22:28:32Z,2022-01-20 17:16:47.999999999,2021-12-16 00:00:00.000000000,2021-12-16 22:28:32.000000000
114,114156,2021-12-16T22:27:28Z,2022-01-20 17:16:47.999999999,2021-12-16 00:00:00.000000000,2021-12-16 22:27:28.000000000
67,112197,2021-12-16T00:32:36Z,2022-02-01 11:31:12.000000000,2021-12-16 00:00:00.000000000,2021-12-16 00:32:36.000000000
135,112076,2021-12-16T08:57:30Z,2022-01-19 21:07:11.999999999,2021-12-16 00:00:00.000000000,2021-12-16 08:57:30.000000000
65,112197,2021-12-16T00:31:50Z,2022-01-27 10:33:36.000000000,2021-12-16 00:00:00.000000000,2021-12-16 00:31:50.000000000
134,112076,2021-12-16T01:05:30Z,2022-01-19 00:57:36.000000000,2021-12-16 00:00:00.000000000,2021-12-16 01:05:30.000000000
62,105906,2021-12-16T22:45:48Z,2022-01-16 12:28:48.000000000,2021-12-16 00:00:00.000000000,2021-12-16 22:45:48.000000000
136,112076,2021-12-17T01:21:15Z,2022-01-19 21:07:11.999999999,2021-12-17 00:00:00.000000000,2021-12-17 01:21:15.000000000
20,115725,2021-12-17T12:30:51Z,2022-01-17 08:38:24.000000000,2021-12-17 00:00:00.000000000,2021-12-17 12:30:51.000000000
32,116812,2021-12-17T17:57:58Z,2022-01-20 17:16:47.999999999,2021-12-17 00:00:00.000000000,2021-12-17 17:57:58.000000000
60,111805,2021-12-17T10:04:42Z,2022-01-19 00:57:36.000000000,2021-12-17 00:00:00.000000000,2021-12-17 10:04:42.000000000
137,112076,2021-12-17T17:30:01Z,2022-01-19 21:07:11.999999999,2021-12-17 00:00:00.000000000,2021-12-17 17:30:01.000000000
118,114156,2021-12-17T16:01:26Z,2022-01-20 17:16:47.999999999,2021-12-17 00:00:00.000000000,2021-12-17 16:01:26.000000000
117,114156,2021-12-17T16:00:41Z,2022-01-21 13:26:24.000000000,2021-12-17 00:00:00.000000000,2021-12-17 16:00:41.000000000
138,112076,2021-12-18T01:05:28Z,2022-01-19 21:07:11.999999999,2021-12-18 00:00:00.000000000,2021-12-18 01:05:28.000000000
21,115725,2021-12-18T12:56:18Z,2022-01-19 00:57:36.000000000,2021-12-18 00:00:00.000000000,2021-12-18 12:56:18.000000000
80,109742,2021-12-18T20:10:35Z,2022-01-19 00:57:36.000000000,2021-12-18 00:00:00.000000000,2021-12-18 20:10:35.000000000
44,100345,2021-12-18T05:15:26Z,2022-01-15 16:19:12.000000000,2021-12-18 00:00:00.000000000,2021-12-18 05:15:26.000000000
45,100345,2021-12-18T05:17:18Z,2022-01-15 16:19:12.000000000,2021-12-18 00:00:00.000000000,2021-12-18 05:17:18.000000000
46,100345,2021-12-18T05:18:48Z,2022-01-16 12:28:48.000000000,2021-12-18 00:00:00.000000000,2021-12-18 05:18:48.000000000
58,111856,2021-12-18T02:11:26Z,2022-01-24 22:04:48.000000000,2021-12-18 00:00:00.000000000,2021-12-18 02:11:26.000000000
43,100345,2021-12-18T05:14:39Z,2022-01-14 20:09:36.000000000,2021-12-18 00:00:00.000000000,2021-12-18 05:14:39.000000000
22,115725,2021-12-18T12:56:42Z,2022-01-19 00:57:36.000000000,2021-12-18 00:00:00.000000000,2021-12-18 12:56:42.000000000
68,112197,2021-12-19T11:57:22Z,2022-01-29 23:02:24.000000000,2021-12-19 00:00:00.000000000,2021-12-19 11:57:22.000000000
47,100345,2021-12-19T02:09:19Z,2022-01-13 03:50:24.000000000,2021-12-19 00:00:00.000000000,2021-12-19 02:09:19.000000000
48,100345,2021-12-19T02:09:52Z,2022-01-14 00:00:00.000000000,2021-12-19 00:00:00.000000000,2021-12-19 02:09:52.000000000
49,100345,2021-12-19T02:11:28Z,2022-01-14 00:00:00.000000000,2021-12-19 00:00:00.000000000,2021-12-19 02:11:28.000000000
50,100345,2021-12-19T02:12:20Z,2022-01-15 16:19:12.000000000,2021-12-19 00:00:00.000000000,2021-12-19 02:12:20.000000000
101,118777,2021-12-20T05:55:50Z,2022-01-17 08:38:24.000000000,2021-12-20 00:00:00.000000000,2021-12-20 05:55:50.000000000
119,114156,2021-12-20T15:10:08Z,2022-01-21 13:26:24.000000000,2021-12-20 00:00:00.000000000,2021-12-20 15:10:08.000000000
139,112076,2021-12-20T08:59:16Z,2022-01-19 00:57:36.000000000,2021-12-20 00:00:00.000000000,2021-12-20 08:59:16.000000000
52,100345,2021-12-20T19:37:12Z,2022-01-16 12:28:48.000000000,2021-12-20 00:00:00.000000000,2021-12-20 19:37:12.000000000
51,100345,2021-12-20T19:35:53Z,2022-01-15 16:19:12.000000000,2021-12-20 00:00:00.000000000,2021-12-20 19:35:53.000000000
54,100345,2021-12-20T19:39:07Z,2022-01-16 12:28:48.000000000,2021-12-20 00:00:00.000000000,2021-12-20 19:39:07.000000000
56,103246,2021-12-20T05:53:13Z,2022-01-15 16:19:12.000000000,2021-12-20 00:00:00.000000000,2021-12-20 05:53:13.000000000
106,115866,2021-12-20T11:39:46Z,2022-01-20 17:16:47.999999999,2021-12-20 00:00:00.000000000,2021-12-20 11:39:46.000000000
53,100345,2021-12-20T19:38:50Z,2022-01-16 12:28:48.000000000,2021-12-20 00:00:00.000000000,2021-12-20 19:38:50.000000000
33,116812,2021-12-20T17:36:23Z,2022-01-23 05:45:36.000000000,2021-12-20 00:00:00.000000000,2021-12-20 17:36:23.000000000
102,118777,2021-12-21T16:19:22Z,2022-01-18 04:48:00.000000000,2021-12-21 00:00:00.000000000,2021-12-21 16:19:22.000000000
69,112197,2021-12-21T12:02:22Z,2022-01-29 23:02:24.000000000,2021-12-21 00:00:00.000000000,2021-12-21 12:02:22.000000000
70,112197,2021-12-21T12:03:21Z,2022-01-28 06:43:12.000000000,2021-12-21 00:00:00.000000000,2021-12-21 12:03:21.000000000
141,112076,2021-12-22T16:55:53Z,2022-01-20 17:16:47.999999999,2021-12-22 00:00:00.000000000,2021-12-22 16:55:53.000000000
140,112076,2021-12-22T01:15:09Z,2022-01-19 21:07:11.999999999,2021-12-22 00:00:00.000000000,2021-12-22 01:15:09.000000000
81,109742,2021-12-22T05:19:29Z,2022-01-21 13:26:24.000000000,2021-12-22 00:00:00.000000000,2021-12-22 05:19:29.000000000
59,111856,2021-12-22T05:05:03Z,2022-01-20 17:16:47.999999999,2021-12-22 00:00:00.000000000,2021-12-22 05:05:03.000000000
88,117502,2021-12-22T16:21:37Z,2022-01-17 08:38:24.000000000,2021-12-22 00:00:00.000000000,2021-12-22 16:21:37.000000000
28,109233,2021-12-22T21:26:58Z,2022-01-20 17:16:47.999999999,2021-12-22 00:00:00.000000000,2021-12-22 21:26:58.000000000
72,112197,2021-12-22T21:01:26Z,2022-01-27 10:33:36.000000000,2021-12-22 00:00:00.000000000,2021-12-22 21:01:26.000000000
71,112197,2021-12-22T21:01:05Z,2022-01-27 10:33:36.000000000,2021-12-22 00:00:00.000000000,2021-12-22 21:01:05.000000000
34,116812,2021-12-22T15:35:34Z,2022-01-23 05:45:36.000000000,2021-12-22 00:00:00.000000000,2021-12-22 15:35:34.000000000
55,100345,2021-12-22T17:35:58Z,2022-01-16 12:28:48.000000000,2021-12-22 00:00:00.000000000,2021-12-22 17:35:58.000000000
23,115725,2021-12-23T16:54:10Z,2022-01-19 00:57:36.000000000,2021-12-23 00:00:00.000000000,2021-12-23 16:54:10.000000000
24,115725,2021-12-23T16:54:20Z,2022-01-19 00:57:36.000000000,2021-12-23 00:00:00.000000000,2021-12-23 16:54:20.000000000
143,112076,2021-12-23T16:58:17Z,2022-01-21 13:26:24.000000000,2021-12-23 00:00:00.000000000,2021-12-23 16:58:17.000000000
142,112076,2021-12-23T09:02:51Z,2022-01-20 17:16:47.999999999,2021-12-23 00:00:00.000000000,2021-12-23 09:02:51.000000000
26,119005,2021-12-23T16:44:35Z,2022-01-22 09:36:00.000000000,2021-12-23 00:00:00.000000000,2021-12-23 16:44:35.000000000
27,115375,2021-12-23T08:43:07Z,2022-02-03 03:50:24.000000000,2021-12-23 00:00:00.000000000,2021-12-23 08:43:07.000000000
35,116812,2021-12-23T16:13:31Z,2022-01-23 05:45:36.000000000,2021-12-23 00:00:00.000000000,2021-12-23 16:13:31.000000000
123,114156,2021-12-23T15:29:49Z,2022-01-21 13:26:24.000000000,2021-12-23 00:00:00.000000000,2021-12-23 15:29:49.000000000
61,111805,2021-12-23T22:58:53Z,2022-01-20 17:16:47.999999999,2021-12-23 00:00:00.000000000,2021-12-23 22:58:53.000000000
6,107445,2021-12-23T19:09:58Z,2022-01-20 17:16:47.999999999,2021-12-23 00:00:00.000000000,2021-12-23 19:09:58.000000000
103,118777,2021-12-23T17:09:13Z,2022-01-18 04:48:00.000000000,2021-12-23 00:00:00.000000000,2021-12-23 17:09:13.000000000
120,114156,2021-12-23T00:36:54Z,2022-01-21 13:26:24.000000000,2021-12-23 00:00:00.000000000,2021-12-23 00:36:54.000000000
121,114156,2021-12-23T00:38:37Z,2022-01-21 13:26:24.000000000,2021-12-23 00:00:00.000000000,2021-12-23 00:38:37.000000000
3,120491,2021-12-23T21:41:28Z,2022-01-22 09:36:00.000000000,2021-12-23 00:00:00.000000000,2021-12-23 21:41:28.000000000
122,114156,2021-12-23T00:39:11Z,2022-01-21 13:26:24.000000000,2021-12-23 00:00:00.000000000,2021-12-23 00:39:11.000000000
82,109742,2021-12-24T05:31:45Z,2022-01-21 13:26:24.000000000,2021-12-24 00:00:00.000000000,2021-12-24 05:31:45.000000000
124,114156,2021-12-24T15:26:07Z,2022-01-21 13:26:24.000000000,2021-12-24 00:00:00.000000000,2021-12-24 15:26:07.000000000
1,116440,2021-12-24T08:34:29Z,2022-01-21 13:26:24.000000000,2021-12-24 00:00:00.000000000,2021-12-24 08:34:29.000000000
0,116440,2021-12-24T08:34:10Z,2022-01-21 13:26:24.000000000,2021-12-24 00:00:00.000000000,2021-12-24 08:34:10.000000000
