,user_id,time,0,date,date_hms
29,118777,2021-11-22T01:39:45Z,2022-01-13 20:09:36.000000000,2021-11-22 00:00:00.000000000,2021-11-22 01:39:45.000000000
63,117502,2021-11-22T19:21:05Z,2021-12-23 00:00:00.000000000,2021-11-22 00:00:00.000000000,2021-11-22 19:21:05.000000000
38,116023,2021-11-23T06:29:38Z,2021-12-26 08:38:24.000000000,2021-11-23 00:00:00.000000000,2021-11-23 06:29:38.000000000
39,116023,2021-11-23T06:32:38Z,2021-12-28 21:07:11.999999999,2021-11-23 00:00:00.000000000,2021-11-23 06:32:38.000000000
55,112076,2021-11-23T00:51:03Z,2021-12-16 06:43:12.000000000,2021-11-23 00:00:00.000000000,2021-11-23 00:51:03.000000000
57,112076,2021-11-24T16:52:53Z,2021-12-19 15:21:36.000000000,2021-11-24 00:00:00.000000000,2021-11-24 16:52:53.000000000
56,112076,2021-11-24T08:50:53Z,2021-12-15 10:33:36.000000000,2021-11-24 00:00:00.000000000,2021-11-24 08:50:53.000000000
77,114156,2021-11-24T01:59:12Z,2021-12-24 16:19:12.000000000,2021-11-24 00:00:00.000000000,2021-11-24 01:59:12.000000000
8,109742,2021-11-24T15:41:15Z,2022-01-28 23:02:24.000000000,2021-11-24 00:00:00.000000000,2021-11-24 15:41:15.000000000
9,109742,2021-11-24T15:41:25Z,2022-01-28 02:52:48.000000000,2021-11-24 00:00:00.000000000,2021-11-24 15:41:25.000000000
43,119005,2021-11-25T20:12:21Z,2021-12-22 03:50:24.000000000,2021-11-25 00:00:00.000000000,2021-11-25 20:12:21.000000000
32,118777,2021-11-28T15:26:15Z,2021-12-24 16:19:12.000000000,2021-11-28 00:00:00.000000000,2021-11-28 15:26:15.000000000
10,109742,2021-11-29T18:25:15Z,2022-01-28 02:52:48.000000000,2021-11-29 00:00:00.000000000,2021-11-29 18:25:15.000000000
78,114156,2021-11-29T19:02:31Z,2021-12-24 16:19:12.000000000,2021-11-29 00:00:00.000000000,2021-11-29 19:02:31.000000000
66,117938,2021-11-29T19:30:05Z,2021-12-17 23:02:24.000000000,2021-11-29 00:00:00.000000000,2021-11-29 19:30:05.000000000
3,111805,2021-11-30T00:01:19Z,2021-12-19 15:21:36.000000000,2021-11-30 00:00:00.000000000,2021-11-30 00:01:19.000000000
58,112076,2021-11-30T09:24:03Z,2021-12-18 19:12:00.000000000,2021-11-30 00:00:00.000000000,2021-11-30 09:24:03.000000000
59,112076,2021-11-30T17:03:12Z,2021-12-20 11:31:12.000000000,2021-11-30 00:00:00.000000000,2021-11-30 17:03:12.000000000
1,115866,2021-11-30T17:48:18Z,2021-12-12 01:55:12.000000000,2021-11-30 00:00:00.000000000,2021-11-30 17:48:18.000000000
11,109742,2021-11-30T18:48:59Z,2022-01-28 02:52:48.000000000,2021-11-30 00:00:00.000000000,2021-11-30 18:48:59.000000000
12,109742,2021-12-01T23:45:27Z,2022-01-28 23:02:24.000000000,2021-12-01 00:00:00.000000000,2021-12-01 23:45:27.000000000
13,109742,2021-12-01T23:45:43Z,2022-01-28 23:02:24.000000000,2021-12-01 00:00:00.000000000,2021-12-01 23:45:43.000000000
14,109742,2021-12-01T23:47:40Z,2022-01-28 23:02:24.000000000,2021-12-01 00:00:00.000000000,2021-12-01 23:47:40.000000000
15,109742,2021-12-01T23:49:15Z,2022-01-28 23:02:24.000000000,2021-12-01 00:00:00.000000000,2021-12-01 23:49:15.000000000
60,112076,2021-12-01T00:59:54Z,2021-12-21 07:40:48.000000000,2021-12-01 00:00:00.000000000,2021-12-01 00:59:54.000000000
75,107445,2021-12-02T19:14:58Z,2021-12-12 22:04:48.000000000,2021-12-02 00:00:00.000000000,2021-12-02 19:14:58.000000000
40,116023,2021-12-02T17:37:39Z,2022-01-01 05:45:36.000000000,2021-12-02 00:00:00.000000000,2021-12-02 17:37:39.000000000
33,118777,2021-12-02T16:11:51Z,2021-12-21 07:40:48.000000000,2021-12-02 00:00:00.000000000,2021-12-02 16:11:51.000000000
21,112033,2021-12-02T17:07:27Z,2021-11-16 21:07:12.000000000,2021-12-02 00:00:00.000000000,2021-12-02 17:07:27.000000000
19,109742,2021-12-02T17:37:38Z,2022-01-28 23:02:24.000000000,2021-12-02 00:00:00.000000000,2021-12-02 17:37:38.000000000
18,109742,2021-12-02T17:28:32Z,2022-01-28 23:02:24.000000000,2021-12-02 00:00:00.000000000,2021-12-02 17:28:32.000000000
17,109742,2021-12-02T17:28:17Z,2022-01-28 02:52:48.000000000,2021-12-02 00:00:00.000000000,2021-12-02 17:28:17.000000000
16,109742,2021-12-02T17:28:14Z,2022-01-28 23:02:24.000000000,2021-12-02 00:00:00.000000000,2021-12-02 17:28:14.000000000
4,111805,2021-12-02T20:54:41Z,2021-12-25 12:28:48.000000000,2021-12-02 00:00:00.000000000,2021-12-02 20:54:41.000000000
65,112705,2021-12-02T06:25:19Z,2021-12-26 08:38:24.000000000,2021-12-02 00:00:00.000000000,2021-12-02 06:25:19.000000000
61,112076,2021-12-03T09:01:33Z,2021-12-23 20:09:36.000000000,2021-12-03 00:00:00.000000000,2021-12-03 09:01:33.000000000
79,114156,2021-12-03T16:57:57Z,2021-12-25 12:28:48.000000000,2021-12-03 00:00:00.000000000,2021-12-03 16:57:57.000000000
35,118777,2021-12-03T16:23:11Z,2022-01-06 06:43:12.000000000,2021-12-03 00:00:00.000000000,2021-12-03 16:23:11.000000000
34,118777,2021-12-03T16:22:44Z,2022-01-06 06:43:12.000000000,2021-12-03 00:00:00.000000000,2021-12-03 16:22:44.000000000
26,101956,2021-12-03T07:10:01Z,2022-01-30 15:21:36.000000000,2021-12-03 00:00:00.000000000,2021-12-03 07:10:01.000000000
2,103777,2021-12-03T15:22:02Z,2021-12-17 02:52:48.000000000,2021-12-03 00:00:00.000000000,2021-12-03 15:22:02.000000000
80,114156,2021-12-03T16:58:16Z,2021-12-27 04:48:00.000000000,2021-12-03 00:00:00.000000000,2021-12-03 16:58:16.000000000
