date,country,state,county,fips,lat,long,locationId,actuals.cases,actuals.deaths,actuals.positiveTests,actuals.negativeTests,actuals.contactTracers,actuals.hospitalBeds.capacity,actuals.hospitalBeds.currentUsageTotal,actuals.hospitalBeds.currentUsageCovid,unused1,actuals.icuBeds.capacity,actuals.icuBeds.currentUsageTotal,actuals.icuBeds.currentUsageCovid,unused2,actuals.newCases,actuals.vaccinesDistributed,actuals.vaccinationsInitiated,actuals.vaccinationsCompleted,metrics.testPositivityRatio,metrics.testPositivityRatioDetails,metrics.caseDensity,metrics.contactTracerCapacityRatio,metrics.infectionRate,metrics.infectionRateCI90,unused3,unused4,metrics.icuCapacityRatio,riskLevels.overall,metrics.vaccinationsInitiatedRatio,metrics.vaccinationsCompletedRatio,actuals.newDeaths,actuals.vaccinesAdministered,riskLevels.caseDensity,cdcTransmissionLevel,actuals.vaccinationsAdditionalDose,metrics.vaccinationsAdditionalDoseRatio
2021-05-07,US,VA,,51,,,iso1:us#iso2:us-va,665332,10874,937636,6875343,1547,18276,13520,819,,1976,1325,196,,938,8573865,4194146,3103009,0.047,,9.6,0.38,0.8,0.1,,,0.67,1,0.491,0.364,13,7126510,1,2,,
2021-05-08,US,VA,,51,,,iso1:us#iso2:us-va,666111,10885,938087,6887862,1547,18244,12674,810,,1967,1274,194,,779,8689335,4214094,3144444,0.046,,9.3,0.39,0.8,0.1,,,0.65,1,0.494,0.368,11,7185843,1,2,,
2021-05-09,US,VA,,51,,,iso1:us#iso2:us-va,666650,10895,938382,6894911,1547,18255,12447,750,,1976,1270,187,,539,8689335,4234063,3173754,0.043,,8.9,0.41,0.79,0.1,,,0.64,1,0.496,0.372,10,7233201,1,2,,
2021-05-10,US,VA,,51,,,iso1:us#iso2:us-va,666986,10902,938793,6902727,1547,17177,11937,740,,1978,1292,177,,336,8689335,4266751,3218647,0.042,,8.5,0.43,0.79,0.1,,,0.65,1,0.5,0.377,7,7304153,1,2,,
2021-05-11,US,VA,,51,,,iso1:us#iso2:us-va,667586,10919,939286,6916491,1547,17142,12553,748,,1981,1373,173,,600,8951685,4282205,3248806,0.04,,8.2,0.44,0.79,0.1,,,0.69,1,0.502,0.381,17,7347888,1,2,,
2021-05-12,US,VA,,51,,,iso1:us#iso2:us-va,668147,10934,939769,6931985,1547,18282,13579,730,,1986,1368,171,,561,8989665,4296807,3284108,0.038,,7.7,0.47,0.79,0.1,,,0.69,1,0.503,0.385,15,7395989,1,2,,
2021-05-13,US,VA,,51,,,iso1:us#iso2:us-va,668726,10961,940437,6949186,1547,18262,13496,701,,1985,1355,168,,579,9021665,4311838,3325691,0.037,,7.3,0.5,0.79,0.1,,,0.68,1,0.505,0.39,27,7451290,1,2,,
2021-05-14,US,VA,,51,,,iso1:us#iso2:us-va,669219,10991,940988,6964558,1547,18295,13228,701,,1992,1346,173,,493,9107325,4330824,3370252,0.036,,6.5,0.56,0.79,0.1,,,0.68,1,0.507,0.395,30,7514150,1,1,,
2021-05-15,US,VA,,51,,,iso1:us#iso2:us-va,669918,11008,941450,6975172,1547,18262,12542,666,,1988,1283,164,,699,9189605,4356689,3414563,0.037,,6.4,0.57,0.79,0.1,,,0.65,1,0.51,0.4,17,7581907,1,1,,
2021-05-16,US,VA,,51,,,iso1:us#iso2:us-va,670192,11018,941724,6982688,1547,18289,12410,668,,1987,1301,162,,274,9189605,4374194,3438997,0.037,,5.9,0.61,0.79,0.1,,,0.65,1,0.512,0.403,10,7621636,1,1,,
2021-05-17,US,VA,,51,,,iso1:us#iso2:us-va,670465,11029,942241,6994371,1547,17157,11617,595,,1984,1290,162,,273,9189605,4396825,3465698,0.036,,5.8,0.62,0.79,0.1,,,0.65,1,0.515,0.406,11,7669683,1,1,,
2021-05-18,US,VA,,51,,,iso1:us#iso2:us-va,670854,11042,942809,7008669,1547,17171,12066,614,,1981,1374,163,,389,9257095,4409155,3483545,0.037,,5.5,0.66,0.8,0.1,,,0.69,1,0.517,0.408,13,7698417,1,1,,
2021-05-19,US,VA,,51,,,iso1:us#iso2:us-va,671325,11048,943304,7025746,1547,18279,13440,620,,1953,1352,161,,471,9269395,4443050,3526849,0.036,,5.3,0.68,0.8,0.1,,,0.69,1,0.521,0.413,6,7773639,1,1,,
2021-05-20,US,VA,,51,,,iso1:us#iso2:us-va,671916,11068,943745,7040031,1547,18281,13510,615,,1941,1343,153,,591,9330995,4470191,3562369,0.035,,5.3,0.68,0.8,0.1,,,0.69,1,0.524,0.417,20,7833818,1,1,,
2021-05-21,US,VA,,51,,,iso1:us#iso2:us-va,672312,11074,944281,7052359,1547,18299,13056,575,,1939,1283,133,,396,9438815,4514420,3607373,0.036,,5.2,0.7,0.8,0.1,,,0.66,1,0.529,0.423,6,7921806,1,1,,
2021-05-22,US,VA,,51,,,iso1:us#iso2:us-va,672793,11097,944550,7061408,1547,18276,12584,534,,1938,1240,134,,481,9517055,4544186,3645792,0.035,,4.8,0.75,0.8,0.1,,,0.64,1,0.532,0.427,23,7987791,1,1,,
2021-05-23,US,VA,,51,,,iso1:us#iso2:us-va,673029,11106,944743,7066915,1547,18294,12350,511,,1945,1227,135,,236,9517055,4567382,3675180,0.035,,4.7,0.76,0.8,0.1,,,0.63,1,0.535,0.431,9,8037945,1,1,,
2021-05-24,US,VA,,51,,,iso1:us#iso2:us-va,673105,11116,945003,7075488,1547,17134,11722,527,,1946,1260,132,,76,9517055,4583973,3692244,0.033,,4.4,0.82,0.79,0.1,,,0.65,1,0.537,0.433,10,8070591,1,1,,
2021-05-25,US,VA,,51,,,iso1:us#iso2:us-va,673759,11137,945371,7088362,1547,17123,12663,534,,1940,1319,127,,654,9593785,4600241,3709569,0.031,,4.9,0.75,0.79,0.1,,,0.68,1,0.539,0.435,21,8103252,1,1,,
2021-05-26,US,VA,,51,,,iso1:us#iso2:us-va,674082,11143,945747,7100495,1547,18266,13777,525,,1941,1335,121,,323,9600025,4623537,3732813,0.032,,4.6,0.79,0.79,0.1,,,0.69,1,0.542,0.437,6,8148295,1,1,,
2021-05-27,US,VA,,51,,,iso1:us#iso2:us-va,674439,11152,946210,7111277,1547,18269,13698,513,,1933,1362,120,,357,9650765,4643066,3759142,0.033,,4.2,0.86,0.78,0.1,,,0.7,1,0.544,0.44,9,8193249,1,1,,
2021-05-28,US,VA,,51,,,iso1:us#iso2:us-va,674843,11156,946625,7120892,1547,18257,13507,530,,1935,1324,115,,404,9660465,4670063,3792990,0.033,,4.2,0.86,0.78,0.1,,,0.68,1,0.547,0.444,4,8252742,1,1,,
2021-05-29,US,VA,,51,,,iso1:us#iso2:us-va,675165,11160,946866,7129789,1547,18263,12793,506,,1939,1276,107,,322,9792225,4694343,3821175,0.033,,4.0,0.91,0.77,0.1,,,0.66,1,0.55,0.448,4,8303622,1,1,,
2021-05-30,US,VA,,51,,,iso1:us#iso2:us-va,675392,11173,947052,7135403,1547,18273,12363,506,,1927,1234,108,,227,9792225,4709057,3839383,0.033,,4.0,0.92,0.77,0.1,,,0.64,1,0.552,0.45,13,8335508,1,1,,
2021-05-31,US,VA,,51,,,iso1:us#iso2:us-va,675538,11186,947206,7140439,1547,17157,11255,475,,1931,1217,106,,146,9792225,4719678,3850933,0.033,,4.1,0.89,0.77,0.1,,,0.63,1,0.553,0.451,13,8356712,1,1,,
2021-06-01,US,VA,,51,,,iso1:us#iso2:us-va,675597,11194,947464,7149291,1547,17168,11631,512,,1929,1226,109,,59,9792225,4727104,3866205,0.033,,3.1,1.18,0.77,0.1,,,0.64,1,0.554,0.453,8,8379306,1,1,,
2021-06-02,US,VA,,51,,,iso1:us#iso2:us-va,675783,11206,947765,7162859,1547,18248,13453,498,,1929,1298,100,,186,9840195,4737745,3880274,0.031,,2.8,1.27,0.76,0.1,,,0.67,1,0.555,0.455,12,8403979,1,1,,
2021-06-03,US,VA,,51,,,iso1:us#iso2:us-va,676041,11216,948049,7177184,1547,18257,13470,491,,1931,1341,95,,258,9888925,4738797,3881990,0.027,,2.7,1.35,0.76,0.1,,,0.69,1,0.555,0.455,10,8406035,1,1,,
2021-06-04,US,VA,,51,,,iso1:us#iso2:us-va,676300,11222,948353,7187744,1547,18249,13505,466,,1920,1307,96,,259,9916985,4756993,3904536,0.025,,2.4,1.49,0.77,0.1,,,0.68,1,0.557,0.457,6,8446018,1,1,,
2021-06-05,US,VA,,51,,,iso1:us#iso2:us-va,676586,11229,948541,7196649,1547,18232,12808,446,,1919,1215,97,,286,10019835,4773123,3923776,0.024,,2.4,1.52,0.77,0.1,,,0.63,1,0.559,0.46,7,8480493,1,1,,
2021-06-06,US,VA,,51,,,iso1:us#iso2:us-va,676741,11236,948684,7201980,1547,18249,12510,440,,1924,1220,96,,155,10019835,4802403,3969031,0.024,,2.3,1.61,0.78,0.1,,,0.63,1,0.563,0.465,7,8554280,1,1,,
2021-06-07,US,VA,,51,,,iso1:us#iso2:us-va,676831,11245,949032,7211397,1547,17124,11915,453,,1932,1268,92,,90,10019835,4803820,3970967,0.025,,2.2,1.68,0.78,0.1,,,0.66,1,0.563,0.465,9,8556621,1,1,,
2021-06-08,US,VA,,51,,,iso1:us#iso2:us-va,677013,11253,949218,7222477,1547,17070,12222,405,,1928,1327,79,,182,10052215,4822070,4003990,0.023,,2.4,1.53,0.79,0.1,,,0.69,1,0.565,0.469,8,8607811,1,1,,
2021-06-09,US,VA,,51,,,iso1:us#iso2:us-va,677210,11260,949480,7234356,1547,18245,13470,400,,1951,1319,81,,197,10055535,4822905,4005241,0.023,,2.4,1.52,0.8,0.1,,,0.68,1,0.565,0.469,7,8609219,1,1,,
2021-06-10,US,VA,,51,,,iso1:us#iso2:us-va,677425,11270,949709,7248729,1547,18255,13301,381,,1964,1344,76,,215,10064775,4835515,4033134,0.023,,2.3,1.56,0.81,0.1,,,0.68,1,0.567,0.473,10,8649084,1,1,,
2021-06-11,US,VA,,51,,,iso1:us#iso2:us-va,677530,11283,949888,7259370,1547,18276,13310,369,,1963,1294,69,,105,10075385,4852671,4061886,0.021,,2.1,1.76,0.83,0.1,,,0.66,1,0.569,0.476,13,8695485,1,1,,
2021-06-12,US,VA,,51,,,iso1:us#iso2:us-va,677671,11293,950034,7267391,1547,18257,12773,324,,1958,1256,65,,141,10131205,4867936,4086323,0.021,,1.8,2.0,0.84,0.1,,,0.64,1,0.57,0.479,10,8734153,1,1,,
2021-06-13,US,VA,,51,,,iso1:us#iso2:us-va,677744,11307,950152,7272572,1547,18261,12407,354,,1961,1226,65,,73,10131205,4881678,4115334,0.02,,1.7,2.16,0.86,0.1,,,0.63,1,0.572,0.482,14,8776118,1,1,,
2021-06-14,US,VA,,51,,,iso1:us#iso2:us-va,677812,11318,950436,7282214,1547,17179,11788,340,,1962,1266,62,,68,10131205,4886392,4127680,0.019,,1.6,2.21,0.88,0.1,,,0.65,1,0.572,0.484,11,8791541,1,1,,
2021-06-15,US,VA,,51,,,iso1:us#iso2:us-va,677949,11328,950613,7293162,1547,16943,12292,341,,1899,1341,59,,137,10154245,4903404,4166713,0.019,,1.6,2.31,0.89,0.1,,,0.71,1,0.574,0.488,10,8849286,1,1,,
2021-06-16,US,VA,,51,,,iso1:us#iso2:us-va,678226,11330,950759,7303410,1547,18215,13532,320,,1933,1288,51,,277,10162945,4920228,4205777,0.018,,1.7,2.13,0.91,0.1,,,0.67,1,0.576,0.493,2,8905182,1,1,,
2021-06-17,US,VA,,51,,,iso1:us#iso2:us-va,678392,11336,950947,7313397,1547,18220,13225,305,,1934,1317,54,,166,10188545,4921991,4208431,0.019,,1.6,2.24,0.93,0.11,,,0.68,1,0.577,0.493,6,8907825,1,1,,
2021-06-18,US,VA,,51,,,iso1:us#iso2:us-va,678506,11342,951076,7323234,1547,18207,13257,318,,1921,1272,51,,114,10209725,4943029,4252041,0.018,,1.6,2.22,0.95,0.11,,,0.66,1,0.579,0.498,6,8972583,1,1,,
2021-06-19,US,VA,,51,,,iso1:us#iso2:us-va,678595,11343,951202,7331241,1547,18221,12573,313,,1922,1208,46,,89,10225595,4953331,4271383,0.018,,1.5,2.34,0.97,0.11,,,0.63,1,0.58,0.5,1,9001714,1,1,,
2021-06-20,US,VA,,51,,,iso1:us#iso2:us-va,678649,11351,951323,7336564,1547,18205,12396,318,,1916,1204,47,,54,10225595,4962139,4286578,0.018,,1.5,2.39,0.99,0.11,,,0.63,1,0.581,0.502,8,9025335,1,1,,
2021-06-21,US,VA,,51,,,iso1:us#iso2:us-va,678765,11360,951485,7344960,1547,17137,11795,300,,1921,1270,50,,116,10225595,4967613,4296689,0.016,,1.6,2.27,1.0,0.12,,,0.66,1,0.582,0.503,9,9040430,1,1,,
2021-06-22,US,VA,,51,,,iso1:us#iso2:us-va,678909,11367,951761,7355921,1547,17096,12479,290,,1928,1304,54,,144,10234965,4974473,4307288,0.018,,1.6,2.26,1.02,0.12,,,0.68,1,0.583,0.505,7,9057681,1,1,,
2021-06-23,US,VA,,51,,,iso1:us#iso2:us-va,679137,11368,951987,7366042,1547,18229,13701,282,,1938,1325,55,,228,10251475,4984652,4321178,0.019,,1.5,2.38,1.04,0.12,,,0.68,1,0.584,0.506,1,9081565,1,1,,
2021-06-24,US,VA,,51,,,iso1:us#iso2:us-va,679330,11378,952163,7375979,1547,18235,13412,279,,1937,1310,48,,193,10259795,4995493,4338863,0.019,,1.6,2.31,1.05,0.12,,,0.68,1,0.585,0.508,10,9109659,1,1,,
2021-06-25,US,VA,,51,,,iso1:us#iso2:us-va,679472,11389,952392,7385793,1547,18241,13297,279,,1930,1281,50,,142,10296365,4996375,4340056,0.021,,1.6,2.24,1.06,0.11,,,0.66,1,0.585,0.508,11,9110842,1,1,,
2021-06-26,US,VA,,51,,,iso1:us#iso2:us-va,679680,11392,952508,7393825,1547,18221,12734,281,,1922,1237,49,,208,10328085,5005481,4355345,0.02,,1.8,2.0,1.08,0.11,,,0.64,1,0.586,0.51,3,9134968,1,1,,
2021-06-27,US,VA,,51,,,iso1:us#iso2:us-va,679828,11396,952643,7399058,1547,18227,12656,262,,1926,1192,50,,148,10328085,5015357,4371692,0.021,,2.0,1.84,1.09,0.1,,,0.62,1,0.588,0.512,4,9160373,1,1,,
2021-06-28,US,VA,,51,,,iso1:us#iso2:us-va,679917,11402,952938,7406893,1547,17136,11820,274,,1923,1185,57,,89,10328085,5025574,4404436,0.023,,1.9,1.88,1.1,0.1,,,0.62,1,0.589,0.516,6,9204419,1,1,,
2021-06-29,US,VA,,51,,,iso1:us#iso2:us-va,680065,11412,953116,7417057,1547,17144,12383,234,,1922,1256,51,,148,10355685,5030262,4410805,0.022,,1.9,1.87,1.11,0.1,,,0.65,1,0.589,0.517,10,9215489,1,1,,
2021-06-30,US,VA,,51,,,iso1:us#iso2:us-va,680340,11415,953373,7427025,1547,18179,13700,277,,1924,1298,58,,275,10358165,5040260,4422065,0.022,,2.0,1.8,1.12,0.1,,,0.67,1,0.591,0.518,3,9230660,1,1,,
2021-07-01,US,VA,,51,,,iso1:us#iso2:us-va,680564,11419,953629,7435502,1547,18213,13674,263,,1911,1310,54,,224,10366165,5048162,4433088,0.024,,2.1,1.76,1.13,0.1,,,0.69,1,0.591,0.519,4,9249165,1,1,,
2021-07-02,US,VA,,51,,,iso1:us#iso2:us-va,680744,11423,953812,7444240,1547,18232,13474,242,,1914,1241,54,,180,10373025,5058733,4447794,0.024,,2.1,1.7,1.14,0.1,,,0.65,1,0.593,0.521,4,9273747,1,1,,
2021-07-03,US,VA,,51,,,iso1:us#iso2:us-va,680904,11423,953971,7451489,1547,18215,12822,223,,1922,1200,48,,160,10385865,5067150,4457844,0.025,,2.0,1.77,1.15,0.1,,,0.62,1,0.594,0.522,0,9291578,1,1,,
2021-07-04,US,VA,,51,,,iso1:us#iso2:us-va,681072,11427,954106,7455799,1547,18241,12329,207,,1930,1184,48,,168,10386145,5074667,4467050,0.025,,2.1,1.74,1.17,0.1,,,0.61,1,0.595,0.523,4,9308213,1,1,,
2021-07-05,US,VA,,51,,,iso1:us#iso2:us-va,681194,11431,954250,7460905,1547,17197,11604,222,,1923,1194,42,,122,10386145,5079798,4473408,0.024,,2.1,1.7,1.18,0.1,,,0.62,1,0.595,0.524,4,9319591,1,1,,
2021-07-06,US,VA,,51,,,iso1:us#iso2:us-va,681326,11434,954484,7469129,1547,17147,11834,230,,1925,1262,48,,132,10386145,5083972,4478317,0.026,,2.1,1.72,1.19,0.1,,,0.66,2,0.596,0.525,3,9328521,1,1,,
2021-07-07,US,VA,,51,,,iso1:us#iso2:us-va,681599,11436,954832,7481089,1547,18241,13588,244,,1933,1294,48,,273,10386285,5086562,4481396,0.026,,2.1,1.72,1.2,0.1,,,0.67,2,0.596,0.525,2,9333812,1,1,,
2021-07-08,US,VA,,51,,,iso1:us#iso2:us-va,681890,11441,955166,7490908,1547,18284,13521,279,,1934,1302,53,,291,10458095,5093258,4489618,0.027,,2.2,1.63,1.22,0.1,,,0.67,2,0.597,0.526,5,9348211,1,1,,
2021-07-09,US,VA,,51,,,iso1:us#iso2:us-va,682147,11448,955619,7501008,1547,18282,13481,241,,1928,1309,47,,257,10477465,5101099,4500277,0.031,,2.3,1.54,1.23,0.1,,,0.68,2,0.598,0.527,7,9366356,1,1,,
2021-07-10,US,VA,,51,,,iso1:us#iso2:us-va,682433,11450,955926,7508172,1547,18262,12937,246,,1934,1257,51,,286,10503275,5107865,4508239,0.033,,2.6,1.42,1.25,0.1,,,0.65,2,0.598,0.528,2,9380725,1,1,,
2021-07-11,US,VA,,51,,,iso1:us#iso2:us-va,682673,11450,956220,7513951,1547,18280,12602,262,,1940,1225,51,,240,10505975,5113340,4514095,0.035,,2.7,1.35,1.26,0.1,,,0.63,2,0.599,0.529,0,9391655,1,1,,
2021-07-12,US,VA,,51,,,iso1:us#iso2:us-va,682856,11450,956630,7522667,1547,17204,11999,255,,1947,1251,52,,183,10505975,5120878,4523558,0.037,,2.8,1.3,1.27,0.1,,,0.64,2,0.6,0.53,0,9408585,1,1,,
2021-07-13,US,VA,,51,,,iso1:us#iso2:us-va,683202,11459,957028,7531480,1547,17177,12600,245,,1937,1328,53,,346,10514845,5125310,4528412,0.039,,3.1,1.15,1.29,0.1,,,0.69,2,0.6,0.531,9,9417569,1,1,,
2021-07-14,US,VA,,51,,,iso1:us#iso2:us-va,683614,11467,957590,7542968,1547,18190,13649,248,,1930,1317,54,,412,10525505,5131418,4536482,0.043,,3.4,1.07,1.3,0.1,,,0.68,2,0.601,0.531,8,9432626,1,1,,
2021-07-15,US,VA,,51,,,iso1:us#iso2:us-va,684054,11471,958160,7554398,1547,18186,13610,273,,1934,1304,56,,440,10533095,5138204,4544376,0.045,,3.6,1.0,1.31,0.1,,,0.67,2,0.602,0.532,4,9447214,1,1,,
2021-07-16,US,VA,,51,,,iso1:us#iso2:us-va,684499,11477,958778,7565499,1547,18167,13609,292,,1937,1269,57,,445,10546705,5146680,4554924,0.047,,3.9,0.92,1.32,0.1,,,0.66,2,0.603,0.534,6,9466521,1,1,,
2021-07-17,US,VA,,51,,,iso1:us#iso2:us-va,684499,11477,959494,7572839,1547,18170,12935,297,,1949,1271,55,,0,10566455,5153849,4562391,0.052,,4.0,1.05,1.33,0.1,,,0.65,2,0.604,0.535,0,9481212,1,1,,
2021-07-18,US,VA,,51,,,iso1:us#iso2:us-va,684499,11477,959911,7578935,1547,18185,12701,287,,1948,1228,61,,0,10566455,5160692,4569489,0.054,,4.2,1.19,1.34,0.1,,,0.63,2,0.605,0.535,0,9495386,1,1,,
2021-07-19,US,VA,,51,,,iso1:us#iso2:us-va,685485,11483,960806,7589640,1547,17276,12226,358,,1952,1258,71,,986,10575005,5166732,4575899,0.059,,4.4,0.82,1.34,0.1,,,0.64,2,0.605,0.536,6,9507872,1,1,,
2021-07-20,US,VA,,51,,,iso1:us#iso2:us-va,686206,11487,961595,7600563,1547,17270,12405,353,,1939,1322,74,,721,10596415,5170817,4580737,0.062,,5.0,0.72,1.35,0.1,,,0.68,2,0.606,0.537,4,9511470,1,1,,
2021-07-21,US,VA,,51,,,iso1:us#iso2:us-va,686884,11491,962524,7612999,1547,18231,13766,395,,1947,1313,80,,678,10610095,5178149,4586432,0.066,,5.5,0.66,1.35,0.1,,,0.67,2,0.607,0.537,4,9525279,1,1,,
2021-07-22,US,VA,,51,,,iso1:us#iso2:us-va,687550,11493,963395,7624023,1547,18265,13879,421,,1955,1331,78,,666,10624275,5185865,4594024,0.07,,5.9,0.62,1.35,0.1,,,0.68,2,0.608,0.538,2,9540790,1,1,,
2021-07-23,US,VA,,51,,,iso1:us#iso2:us-va,688300,11500,964543,7635565,1547,18273,13431,407,,1938,1339,79,,750,10689895,5194300,4602116,0.076,,6.4,0.57,1.35,0.1,,,0.69,2,0.609,0.539,7,9557273,1,1,,
2021-07-24,US,VA,,51,,,iso1:us#iso2:us-va,688300,11500,965371,7645417,1547,18262,12925,403,,1941,1268,83,,0,10723465,5203001,4609500,0.075,,6.9,0.57,1.35,0.1,,,0.65,2,0.61,0.54,0,9572912,1,1,,
2021-07-25,US,VA,,51,,,iso1:us#iso2:us-va,688300,11500,966096,7652394,1547,18295,12496,411,,1943,1205,85,,0,10723565,5214471,4617564,0.078,,7.4,0.57,1.35,0.1,,,0.62,2,0.611,0.541,0,9592738,1,2,,
2021-07-26,US,VA,,51,,,iso1:us#iso2:us-va,690183,11506,967183,7663187,1547,17630,12162,414,,1950,1274,91,,1883,10723565,5222498,4623138,0.08,,7.9,0.46,1.35,0.1,,,0.65,2,0.612,0.542,6,9606122,1,2,,
2021-07-27,US,VA,,51,,,iso1:us#iso2:us-va,691018,11515,968400,7674858,1547,17550,12851,416,,1951,1289,94,,835,10745415,5227876,4626792,0.084,,8.1,0.45,1.34,0.1,,,0.66,2,0.612,0.542,9,9615043,1,2,,
2021-07-28,US,VA,,51,,,iso1:us#iso2:us-va,692105,11522,969997,7688208,1547,18156,13464,433,,1955,1301,91,,1087,10754595,5235406,4631108,0.09,,8.7,0.41,1.34,0.1,,,0.67,2,0.613,0.543,7,9626757,1,2,,
2021-07-29,US,VA,,51,,,iso1:us#iso2:us-va,693206,11525,971669,7701978,1547,18232,13325,449,,1941,1311,89,,1101,10782975,5245171,4637990,0.096,,9.5,0.38,1.33,0.1,,,0.68,2,0.615,0.543,3,9643507,1,2,,
2021-07-30,US,VA,,51,,,iso1:us#iso2:us-va,694384,11532,973260,7716674,1547,18254,13162,476,,1953,1319,90,,1178,10807525,5255419,4644755,0.097,,10.2,0.36,1.32,0.1,,,0.68,2,0.616,0.544,7,9660361,2,2,,
2021-07-31,US,VA,,51,,,iso1:us#iso2:us-va,694384,11532,974381,7728757,1547,18273,13031,484,,1949,1294,96,,0,10839065,5266866,4652774,0.098,,11.1,0.36,1.32,0.1,,,0.66,2,0.617,0.545,0,9679982,2,2,,
2021-08-01,US,VA,,51,,,iso1:us#iso2:us-va,694384,11532,975393,7737701,1547,18344,12824,543,,1949,1281,114,,0,10839065,5286888,4665300,0.098,,12.0,0.36,1.31,0.1,,,0.66,2,0.619,0.547,0,9713140,2,2,,
2021-08-02,US,VA,,51,,,iso1:us#iso2:us-va,697939,11534,976690,7750636,1547,17766,12531,611,,1956,1299,129,,3555,10839065,5294120,4669393,0.098,,13.0,0.28,1.29,0.1,,,0.66,2,0.62,0.547,2,9724238,2,2,,
2021-08-03,US,VA,,51,,,iso1:us#iso2:us-va,699342,11536,978353,7766478,1547,17604,12680,668,,1952,1381,141,,1403,10844565,5294621,4669654,0.098,,13.9,0.26,1.28,0.1,,,0.71,2,0.62,0.547,2,9724507,2,2,,
2021-08-04,US,VA,,51,,,iso1:us#iso2:us-va,701059,11541,979984,7784960,1547,18324,13676,665,,1948,1344,141,,1717,10865775,5303419,4674811,0.094,,15.0,0.24,1.27,0.1,,,0.69,2,0.621,0.548,5,9738560,2,3,,
2021-08-05,US,VA,,51,,,iso1:us#iso2:us-va,702819,11546,981619,7802849,1547,18304,13527,738,,1944,1328,156,,1760,10894115,5314901,4681679,0.09,,16.1,0.23,1.26,0.1,,,0.68,2,0.623,0.548,5,9756661,2,3,,
2021-08-06,US,VA,,51,,,iso1:us#iso2:us-va,704664,11558,983486,7821693,1547,18301,13341,721,,1947,1365,156,,1845,10935195,5326481,4688721,0.089,,17.2,0.21,1.25,0.1,,,0.7,2,0.624,0.549,12,9774660,2,3,,
2021-08-07,US,VA,,51,,,iso1:us#iso2:us-va,704664,11558,984753,7835953,1547,18268,12991,766,,1952,1304,161,,0,11001305,5337963,4695439,0.088,,17.8,0.21,1.24,0.1,,,0.67,2,0.625,0.55,0,9792373,2,3,,
2021-08-08,US,VA,,51,,,iso1:us#iso2:us-va,704664,11558,986066,7846703,1547,18292,12863,782,,1961,1304,176,,0,11001305,5360689,4708697,0.089,,18.4,0.21,1.23,0.1,,,0.66,2,0.628,0.552,0,9828557,2,3,,
2021-08-09,US,VA,,51,,,iso1:us#iso2:us-va,709319,11571,987828,7862793,1547,17628,12636,875,,1969,1364,201,,4655,11001305,5361074,4708832,0.09,,19.0,0.19,1.22,0.1,,,0.69,2,0.628,0.552,13,9828624,2,3,,
2021-08-10,US,VA,,51,,,iso1:us#iso2:us-va,711078,11578,989712,7878487,1547,17597,13088,923,,1966,1376,208,,1759,11010735,5368983,4713170,0.092,,19.6,0.18,1.21,0.1,,,0.7,2,0.629,0.552,7,9840484,2,3,,
2021-08-11,US,VA,,51,,,iso1:us#iso2:us-va,713195,11581,991951,7899907,1547,18270,13849,982,,1954,1375,211,,2117,11028775,5382131,4722912,0.094,,20.3,0.18,1.2,0.1,,,0.7,2,0.631,0.553,3,9863049,2,3,,
2021-08-12,US,VA,,51,,,iso1:us#iso2:us-va,715556,11583,994149,7918397,1547,18271,13865,1010,,1950,1367,232,,2361,11060925,5391776,4729067,0.098,,21.3,0.17,1.19,0.1,,,0.7,2,0.632,0.554,2,9878495,2,3,,
2021-08-13,US,VA,,51,,,iso1:us#iso2:us-va,717826,11599,996494,7937876,1547,18273,13690,1064,,1939,1356,250,,2270,11122695,5401078,4734995,0.101,,22.0,0.16,1.18,0.1,,,0.7,2,0.633,0.555,16,9893099,2,3,,
2021-08-14,US,VA,,51,,,iso1:us#iso2:us-va,717826,11599,998473,7954817,1547,18318,13258,1101,,1947,1359,274,,0,11158175,5418553,4746488,0.103,,22.7,0.16,1.18,0.1,,,0.7,2,0.635,0.556,0,9922363,2,3,,
2021-08-15,US,VA,,51,,,iso1:us#iso2:us-va,717826,11599,999967,7965312,1547,18343,12976,1140,,1949,1344,277,,0,11158625,5419318,4746980,0.105,,23.4,0.16,1.17,0.1,,,0.69,2,0.635,0.556,0,9922979,2,3,,
2021-08-16,US,VA,,51,,,iso1:us#iso2:us-va,723727,11618,1002162,7981191,1547,17610,12603,1159,,1949,1362,281,,5901,11158625,5439548,4761717,0.108,,24.1,0.15,1.17,0.1,,,0.7,2,0.637,0.558,19,9958716,2,3,,
2021-08-17,US,VA,,51,,,iso1:us#iso2:us-va,725971,11625,1004402,7998626,1547,17586,13101,1237,,1946,1393,304,,2244,11235045,5447452,4766294,0.109,,24.9,0.15,1.16,0.1,,,0.72,2,0.638,0.558,7,9973219,2,3,,
2021-08-18,US,VA,,51,,,iso1:us#iso2:us-va,728523,11632,1007238,8019184,1547,18243,13728,1298,,1953,1401,315,,2552,11271985,5455652,4772914,0.114,,25.7,0.14,1.16,0.1,,,0.72,3,0.639,0.559,7,9989460,3,3,,
2021-08-19,US,VA,,51,,,iso1:us#iso2:us-va,731287,11638,1009822,8040420,1547,18244,13677,1321,,1963,1395,317,,2764,11316775,5463340,4778991,0.114,,26.3,0.14,1.15,0.1,,,0.71,3,0.64,0.56,6,10004762,3,3,,
