,user_id,time,0,date,pred_duration,pred_duration_int
73,112197,2021-11-12T18:37:46Z,2022-01-10 11:31:12.000000000,2021-11-12 00:00:00.000000000,59 days 11:31:12,59
72,112197,2021-11-12T18:35:43Z,2022-01-11 07:40:48.000000000,2021-11-12 00:00:00.000000000,60 days 07:40:48,60
71,112197,2021-11-12T18:34:29Z,2022-01-15 12:28:48.000000000,2021-11-12 00:00:00.000000000,64 days 12:28:48,64
74,112197,2021-11-18T19:38:22Z,2022-01-09 15:21:36.000000000,2021-11-18 00:00:00.000000000,52 days 15:21:36,52
76,112197,2021-11-23T21:05:23Z,2022-01-09 15:21:36.000000000,2021-11-23 00:00:00.000000000,47 days 15:21:36,47
75,112197,2021-11-23T21:05:13Z,2022-01-09 15:21:36.000000000,2021-11-23 00:00:00.000000000,47 days 15:21:36,47
78,112197,2021-11-26T13:52:58Z,2022-01-10 11:31:12.000000000,2021-11-26 00:00:00.000000000,45 days 11:31:12,45
77,112197,2021-11-26T13:51:22Z,2022-01-10 11:31:12.000000000,2021-11-26 00:00:00.000000000,45 days 11:31:12,45
79,112197,2021-11-27T11:34:48Z,2022-01-13 00:00:00.000000000,2021-11-27 00:00:00.000000000,47 days 00:00:00,47
63,112197,2021-12-03T22:04:35Z,2022-01-24 22:04:48.000000000,2021-12-03 00:00:00.000000000,52 days 22:04:48,52
64,112197,2021-12-14T14:32:14Z,2022-01-26 14:24:00.000000000,2021-12-14 00:00:00.000000000,43 days 14:24:00,43
65,112197,2021-12-16T00:31:50Z,2022-01-27 10:33:36.000000000,2021-12-16 00:00:00.000000000,42 days 10:33:36,42
66,112197,2021-12-16T00:32:00Z,2022-01-28 06:43:12.000000000,2021-12-16 00:00:00.000000000,43 days 06:43:12,43
67,112197,2021-12-16T00:32:36Z,2022-02-01 11:31:12.000000000,2021-12-16 00:00:00.000000000,47 days 11:31:12,47
68,112197,2021-12-19T11:57:22Z,2022-01-29 23:02:24.000000000,2021-12-19 00:00:00.000000000,41 days 23:02:24,41
70,112197,2021-12-21T12:03:21Z,2022-01-28 06:43:12.000000000,2021-12-21 00:00:00.000000000,38 days 06:43:12,38
69,112197,2021-12-21T12:02:22Z,2022-01-29 23:02:24.000000000,2021-12-21 00:00:00.000000000,39 days 23:02:24,39
71,112197,2021-12-22T21:01:05Z,2022-01-27 10:33:36.000000000,2021-12-22 00:00:00.000000000,36 days 10:33:36,36
72,112197,2021-12-22T21:01:26Z,2022-01-27 10:33:36.000000000,2021-12-22 00:00:00.000000000,36 days 10:33:36,36
57,112197,2021-12-24T18:21:38Z,2022-01-24 22:04:48.000000000,2021-12-24 00:00:00.000000000,31 days 22:04:48,31
55,112197,2021-12-24T17:15:05Z,2022-02-04 20:09:36.000000000,2021-12-24 00:00:00.000000000,42 days 20:09:36,42
56,112197,2021-12-24T18:19:58Z,2022-02-04 00:00:00.000000000,2021-12-24 00:00:00.000000000,42 days 00:00:00,42
58,112197,2021-12-30T07:03:33Z,2022-01-24 01:55:12.000000000,2021-12-30 00:00:00.000000000,25 days 01:55:12,25
60,112197,2022-01-04T00:13:43Z,2022-01-19 00:57:36.000000000,2022-01-04 00:00:00.000000000,15 days 00:57:36,15
61,112197,2022-01-04T00:32:02Z,2022-01-17 08:38:23.999999999,2022-01-04 00:00:00.000000000,13 days 08:38:23.999999999,13
62,112197,2022-01-04T00:35:50Z,2022-01-14 20:09:36.000000000,2022-01-04 00:00:00.000000000,10 days 20:09:36,10
59,112197,2022-01-04T00:13:21Z,2022-01-19 21:07:12.000000000,2022-01-04 00:00:00.000000000,15 days 21:07:12,15
63,112197,2022-01-06T00:40:36Z,2022-01-11 11:31:12.000000000,2022-01-06 00:00:00.000000000,5 days 11:31:12,5
68,112197,2022-01-07T16:59:45Z,2022-01-11 11:31:12.000000000,2022-01-07 00:00:00.000000000,4 days 11:31:12,4
64,112197,2022-01-07T00:24:41Z,2022-01-13 03:50:24.000000000,2022-01-07 00:00:00.000000000,6 days 03:50:24,6
65,112197,2022-01-07T00:25:24Z,2022-01-09 19:12:00.000000000,2022-01-07 00:00:00.000000000,2 days 19:12:00,2
66,112197,2022-01-07T16:49:21Z,2022-01-09 19:12:00.000000000,2022-01-07 00:00:00.000000000,2 days 19:12:00,2
67,112197,2022-01-07T16:52:21Z,2022-01-10 15:21:36.000000000,2022-01-07 00:00:00.000000000,3 days 15:21:36,3
