,user_id,time,0,date,pred_duration,pred_duration_int
50,112076,2021-12-02T00:58:00Z,2022-01-08 19:12:00.000000000,2021-12-02 00:00:00.000000000,37 days 19:12:00,37
125,112076,2021-12-04T16:54:15Z,2022-01-14 20:09:36.000000000,2021-12-04 00:00:00.000000000,41 days 20:09:36,41
126,112076,2021-12-05T01:27:28Z,2022-01-19 21:07:11.999999999,2021-12-05 00:00:00.000000000,45 days 21:07:11.999999999,45
127,112076,2021-12-08T01:06:58Z,2022-01-19 00:57:36.000000000,2021-12-08 00:00:00.000000000,42 days 00:57:36,42
128,112076,2021-12-09T00:55:23Z,2022-01-19 21:07:11.999999999,2021-12-09 00:00:00.000000000,41 days 21:07:11.999999999,41
129,112076,2021-12-09T09:31:43Z,2022-01-19 00:57:36.000000000,2021-12-09 00:00:00.000000000,41 days 00:57:36,41
130,112076,2021-12-10T01:12:04Z,2022-01-17 08:38:24.000000000,2021-12-10 00:00:00.000000000,38 days 08:38:24,38
131,112076,2021-12-11T01:16:24Z,2022-01-16 12:28:48.000000000,2021-12-11 00:00:00.000000000,36 days 12:28:48,36
132,112076,2021-12-13T09:13:05Z,2022-01-18 04:48:00.000000000,2021-12-13 00:00:00.000000000,36 days 04:48:00,36
133,112076,2021-12-14T17:07:59Z,2022-01-19 00:57:36.000000000,2021-12-14 00:00:00.000000000,36 days 00:57:36,36
135,112076,2021-12-16T08:57:30Z,2022-01-19 21:07:11.999999999,2021-12-16 00:00:00.000000000,34 days 21:07:11.999999999,34
134,112076,2021-12-16T01:05:30Z,2022-01-19 00:57:36.000000000,2021-12-16 00:00:00.000000000,34 days 00:57:36,34
137,112076,2021-12-17T17:30:01Z,2022-01-19 21:07:11.999999999,2021-12-17 00:00:00.000000000,33 days 21:07:11.999999999,33
136,112076,2021-12-17T01:21:15Z,2022-01-19 21:07:11.999999999,2021-12-17 00:00:00.000000000,33 days 21:07:11.999999999,33
138,112076,2021-12-18T01:05:28Z,2022-01-19 21:07:11.999999999,2021-12-18 00:00:00.000000000,32 days 21:07:11.999999999,32
139,112076,2021-12-20T08:59:16Z,2022-01-19 00:57:36.000000000,2021-12-20 00:00:00.000000000,30 days 00:57:36,30
141,112076,2021-12-22T16:55:53Z,2022-01-20 17:16:47.999999999,2021-12-22 00:00:00.000000000,29 days 17:16:47.999999999,29
140,112076,2021-12-22T01:15:09Z,2022-01-19 21:07:11.999999999,2021-12-22 00:00:00.000000000,28 days 21:07:11.999999999,28
143,112076,2021-12-23T16:58:17Z,2022-01-21 13:26:24.000000000,2021-12-23 00:00:00.000000000,29 days 13:26:24,29
142,112076,2021-12-23T09:02:51Z,2022-01-20 17:16:47.999999999,2021-12-23 00:00:00.000000000,28 days 17:16:47.999999999,28
156,112076,2021-12-25T17:00:53Z,2022-01-15 16:19:12.000000000,2021-12-25 00:00:00.000000000,21 days 16:19:12,21
158,112076,2021-12-26T17:00:28Z,2022-01-11 11:31:12.000000000,2021-12-26 00:00:00.000000000,16 days 11:31:12,16
157,112076,2021-12-26T09:00:04Z,2022-01-14 00:00:00.000000000,2021-12-26 00:00:00.000000000,19 days 00:00:00,19
159,112076,2021-12-27T17:02:38Z,2022-01-15 16:19:12.000000000,2021-12-27 00:00:00.000000000,19 days 16:19:12,19
162,112076,2021-12-28T17:02:21Z,2022-01-17 08:38:23.999999999,2021-12-28 00:00:00.000000000,20 days 08:38:23.999999999,20
161,112076,2021-12-28T09:04:33Z,2022-01-19 00:57:36.000000000,2021-12-28 00:00:00.000000000,22 days 00:57:36,22
160,112076,2021-12-28T01:03:59Z,2022-01-18 04:48:00.000000000,2021-12-28 00:00:00.000000000,21 days 04:48:00,21
164,112076,2021-12-29T17:06:18Z,2022-01-15 16:19:12.000000000,2021-12-29 00:00:00.000000000,17 days 16:19:12,17
163,112076,2021-12-29T01:04:12Z,2022-01-17 08:38:23.999999999,2021-12-29 00:00:00.000000000,19 days 08:38:23.999999999,19
167,112076,2021-12-30T17:05:10Z,2022-01-16 12:28:48.000000000,2021-12-30 00:00:00.000000000,17 days 12:28:48,17
166,112076,2021-12-30T09:01:31Z,2022-01-16 12:28:48.000000000,2021-12-30 00:00:00.000000000,17 days 12:28:48,17
165,112076,2021-12-30T01:07:11Z,2022-01-16 12:28:48.000000000,2021-12-30 00:00:00.000000000,17 days 12:28:48,17
168,112076,2021-12-31T01:12:23Z,2022-01-15 16:19:12.000000000,2021-12-31 00:00:00.000000000,15 days 16:19:12,15
169,112076,2022-01-01T01:10:13Z,2022-01-15 16:19:12.000000000,2022-01-01 00:00:00.000000000,14 days 16:19:12,14
170,112076,2022-01-02T01:06:12Z,2022-01-14 20:09:36.000000000,2022-01-02 00:00:00.000000000,12 days 20:09:36,12
171,112076,2022-01-02T08:58:56Z,2022-01-15 16:19:12.000000000,2022-01-02 00:00:00.000000000,13 days 16:19:12,13
172,112076,2022-01-03T08:56:33Z,2022-01-15 16:19:12.000000000,2022-01-03 00:00:00.000000000,12 days 16:19:12,12
173,112076,2022-01-03T17:00:20Z,2022-01-14 00:00:00.000000000,2022-01-03 00:00:00.000000000,11 days 00:00:00,11
174,112076,2022-01-04T01:09:47Z,2022-01-14 00:00:00.000000000,2022-01-04 00:00:00.000000000,10 days 00:00:00,10
175,112076,2022-01-04T09:04:13Z,2022-01-14 00:00:00.000000000,2022-01-04 00:00:00.000000000,10 days 00:00:00,10
176,112076,2022-01-04T17:03:53Z,2022-01-14 20:09:36.000000000,2022-01-04 00:00:00.000000000,10 days 20:09:36,10
177,112076,2022-01-05T01:04:45Z,2022-01-13 03:50:24.000000000,2022-01-05 00:00:00.000000000,8 days 03:50:24,8
178,112076,2022-01-06T01:04:00Z,2022-01-11 11:31:12.000000000,2022-01-06 00:00:00.000000000,5 days 11:31:12,5
180,112076,2022-01-06T17:03:12Z,2022-01-12 07:40:48.000000000,2022-01-06 00:00:00.000000000,6 days 07:40:48,6
179,112076,2022-01-06T08:57:01Z,2022-01-09 19:12:00.000000000,2022-01-06 00:00:00.000000000,3 days 19:12:00,3
182,112076,2022-01-07T09:02:23Z,2022-01-12 07:40:48.000000000,2022-01-07 00:00:00.000000000,5 days 07:40:48,5
181,112076,2022-01-07T01:11:39Z,2022-01-12 07:40:48.000000000,2022-01-07 00:00:00.000000000,5 days 07:40:48,5
183,112076,2022-01-07T17:04:15Z,2022-01-12 07:40:48.000000000,2022-01-07 00:00:00.000000000,5 days 07:40:48,5
184,112076,2022-01-08T01:22:26Z,2022-01-12 07:40:48.000000000,2022-01-08 00:00:00.000000000,4 days 07:40:48,4
186,112076,2022-01-08T17:01:30Z,2022-01-13 03:50:24.000000000,2022-01-08 00:00:00.000000000,5 days 03:50:24,5
185,112076,2022-01-08T08:59:20Z,2022-01-10 15:21:36.000000000,2022-01-08 00:00:00.000000000,2 days 15:21:36,2
187,112076,2022-01-09T01:01:38Z,2022-01-13 03:50:24.000000000,2022-01-09 00:00:00.000000000,4 days 03:50:24,4
188,112076,2022-01-09T09:02:54Z,2022-01-14 20:09:36.000000000,2022-01-09 00:00:00.000000000,5 days 20:09:36,5
189,112076,2022-01-10T01:05:49Z,2022-01-14 00:00:00.000000000,2022-01-10 00:00:00.000000000,4 days 00:00:00,4
190,112076,2022-01-10T09:02:58Z,2022-01-14 00:00:00.000000000,2022-01-10 00:00:00.000000000,4 days 00:00:00,4
191,112076,2022-01-10T17:02:36Z,2022-01-14 00:00:00.000000000,2022-01-10 00:00:00.000000000,4 days 00:00:00,4
193,112076,2022-01-11T08:59:28Z,2022-01-14 20:09:36.000000000,2022-01-11 00:00:00.000000000,3 days 20:09:36,3
192,112076,2022-01-11T01:01:26Z,2022-01-14 20:09:36.000000000,2022-01-11 00:00:00.000000000,3 days 20:09:36,3
194,112076,2022-01-11T17:02:26Z,2022-01-14 20:09:36.000000000,2022-01-11 00:00:00.000000000,3 days 20:09:36,3
195,112076,2022-01-12T01:09:20Z,2022-01-16 12:28:48.000000000,2022-01-12 00:00:00.000000000,4 days 12:28:48,4
196,112076,2022-01-12T17:08:15Z,2022-01-16 12:28:48.000000000,2022-01-12 00:00:00.000000000,4 days 12:28:48,4
198,112076,2022-01-13T09:13:18Z,2022-01-17 08:38:23.999999999,2022-01-13 00:00:00.000000000,4 days 08:38:23.999999999,4
199,112076,2022-01-13T17:11:56Z,2022-01-17 08:38:23.999999999,2022-01-13 00:00:00.000000000,4 days 08:38:23.999999999,4
197,112076,2022-01-13T01:09:01Z,2022-01-16 12:28:48.000000000,2022-01-13 00:00:00.000000000,3 days 12:28:48,3
200,112076,2022-01-14T01:08:51Z,2022-01-19 00:57:36.000000000,2022-01-14 00:00:00.000000000,5 days 00:57:36,5
54,112076,2022-01-15T17:04:13Z,2022-01-14 00:00:00.000000000,2022-01-15 00:00:00.000000000,-1 days +00:00:00,-1
55,112076,2022-01-16T01:06:41Z,2022-01-14 00:00:00.000000000,2022-01-16 00:00:00.000000000,-2 days +00:00:00,-2
56,112076,2022-01-16T01:06:42Z,2022-01-14 00:00:00.000000000,2022-01-16 00:00:00.000000000,-2 days +00:00:00,-2
57,112076,2022-01-17T01:05:03Z,2022-01-14 00:00:00.000000000,2022-01-17 00:00:00.000000000,-3 days +00:00:00,-3
58,112076,2022-01-17T09:05:50Z,2022-01-14 00:00:00.000000000,2022-01-17 00:00:00.000000000,-3 days +00:00:00,-3
59,112076,2022-01-17T17:05:31Z,2022-01-14 00:00:00.000000000,2022-01-17 00:00:00.000000000,-3 days +00:00:00,-3
60,112076,2022-01-18T01:11:07Z,2022-01-14 00:00:00.000000000,2022-01-18 00:00:00.000000000,-4 days +00:00:00,-4
61,112076,2022-01-18T01:11:08Z,2022-01-14 00:00:00.000000000,2022-01-18 00:00:00.000000000,-4 days +00:00:00,-4
64,112076,2022-01-19T17:08:45Z,2022-01-14 00:00:00.000000000,2022-01-19 00:00:00.000000000,-5 days +00:00:00,-5
63,112076,2022-01-19T09:05:50Z,2022-01-14 00:00:00.000000000,2022-01-19 00:00:00.000000000,-5 days +00:00:00,-5
62,112076,2022-01-19T01:09:50Z,2022-01-14 00:00:00.000000000,2022-01-19 00:00:00.000000000,-5 days +00:00:00,-5
66,112076,2022-01-20T01:06:11Z,2022-01-14 00:00:00.000000000,2022-01-20 00:00:00.000000000,-6 days +00:00:00,-6
65,112076,2022-01-20T01:06:10Z,2022-01-14 00:00:00.000000000,2022-01-20 00:00:00.000000000,-6 days +00:00:00,-6
69,112076,2022-01-22T17:03:59Z,2022-01-14 00:00:00.000000000,2022-01-22 00:00:00.000000000,-8 days +00:00:00,-8
68,112076,2022-01-22T08:59:02Z,2022-01-14 00:00:00.000000000,2022-01-22 00:00:00.000000000,-8 days +00:00:00,-8
67,112076,2022-01-22T01:01:35Z,2022-01-14 00:00:00.000000000,2022-01-22 00:00:00.000000000,-8 days +00:00:00,-8
70,112076,2022-01-23T01:05:55Z,2022-01-14 00:00:00.000000000,2022-01-23 00:00:00.000000000,-9 days +00:00:00,-9
71,112076,2022-01-24T01:03:08Z,2022-01-14 00:00:00.000000000,2022-01-24 00:00:00.000000000,-10 days +00:00:00,-10
72,112076,2022-01-24T08:57:11Z,2022-01-14 00:00:00.000000000,2022-01-24 00:00:00.000000000,-10 days +00:00:00,-10
73,112076,2022-01-24T08:57:12Z,2022-01-14 00:00:00.000000000,2022-01-24 00:00:00.000000000,-10 days +00:00:00,-10
74,112076,2022-01-25T08:59:30Z,2022-01-14 00:00:00.000000000,2022-01-25 00:00:00.000000000,-11 days +00:00:00,-11
75,112076,2022-01-25T08:59:31Z,2022-01-14 00:00:00.000000000,2022-01-25 00:00:00.000000000,-11 days +00:00:00,-11
77,112076,2022-01-27T09:02:38Z,2022-01-14 00:00:00.000000000,2022-01-27 00:00:00.000000000,-13 days +00:00:00,-13
76,112076,2022-01-27T09:02:37Z,2022-01-14 00:00:00.000000000,2022-01-27 00:00:00.000000000,-13 days +00:00:00,-13
