report_date,fips,total_cases,hospitalizations,deaths
2021-08-08T00:00:00.000,6818111,708021,31742,11570
2021-08-09T00:00:00.000,6818111,709319,31777,11571
2021-08-10T00:00:00.000,6818111,711078,31849,11578
2021-08-11T00:00:00.000,6818111,713195,31966,11581
2021-08-12T00:00:00.000,6818111,715556,32024,11583
2021-08-13T00:00:00.000,6818111,717826,32093,11599
2021-08-14T00:00:00.000,6818111,720128,32203,11615
2021-08-15T00:00:00.000,6818111,722015,32247,11617
2021-08-16T00:00:00.000,6818111,723727,32316,11618
2021-08-17T00:00:00.000,6818111,725971,32399,11625
2021-08-18T00:00:00.000,6818111,728523,32493,11632
2021-08-19T00:00:00.000,6818111,731287,32593,11638
2021-08-20T00:00:00.000,6818111,734079,32670,11647
2021-08-21T00:00:00.000,6818111,736772,32768,11674
2021-08-22T00:00:00.000,6818111,739185,32832,11674
2021-08-23T00:00:00.000,6818111,741160,32858,11675
2021-08-24T00:00:00.000,6818111,744187,32967,11693
2021-08-25T00:00:00.000,6818111,747641,33096,11715
2021-08-26T00:00:00.000,6818111,751132,33216,11729
2021-08-27T00:00:00.000,6818111,754652,33344,11769
2021-08-28T00:00:00.000,6818111,758188,33442,11810
2021-08-29T00:00:00.000,6818111,760657,33492,11810
2021-08-30T00:00:00.000,6818111,762948,33557,11810
2021-08-31T00:00:00.000,6818111,766435,33689,11842
2021-09-01T00:00:00.000,6818111,769842,33808,11861
2021-09-02T00:00:00.000,6818111,774097,33894,11879
2021-09-03T00:00:00.000,6818111,778167,34026,11899
2021-09-04T00:00:00.000,6818111,781745,34115,11912
2021-09-05T00:00:00.000,6818111,784515,34181,11926
2021-09-06T00:00:00.000,6818111,786910,34239,11929
2021-09-07T00:00:00.000,6818111,788917,34312,11947
2021-09-08T00:00:00.000,6818111,793396,34449,11977
2021-09-09T00:00:00.000,6818111,797348,34574,12010
2021-09-10T00:00:00.000,6818111,801827,34696,12036
2021-09-11T00:00:00.000,6818111,805852,34788,12063
2021-09-12T00:00:00.000,6818111,808776,34849,12080
2021-09-13T00:00:00.000,6818111,811079,34918,12089
2021-09-14T00:00:00.000,6818111,814738,35049,12118
2021-09-15T00:00:00.000,6818111,818804,35161,12170
2021-09-16T00:00:00.000,6818111,822985,35337,12207
2021-09-17T00:00:00.000,6818111,827197,35414,12242
2021-09-18T00:00:00.000,6818111,830847,35566,12274
2021-09-19T00:00:00.000,6818111,833763,35653,12297
2021-09-20T00:00:00.000,6818111,836140,35720,12312
2021-09-21T00:00:00.000,6818111,839475,35839,12364
2021-09-22T00:00:00.000,6818111,843212,35933,12409
2021-09-23T00:00:00.000,6818111,846979,36047,12463
2021-09-24T00:00:00.000,6818111,849865,36132,12511
2021-09-25T00:00:00.000,6818111,853287,36256,12557
2021-09-26T00:00:00.000,6818111,855855,36301,12589
2021-09-27T00:00:00.000,6818111,857852,36362,12592
2021-09-28T00:00:00.000,6818111,860493,36450,12647
2021-09-29T00:00:00.000,6818111,863644,36566,12696
2021-09-30T00:00:00.000,6818111,866776,36638,12750
2021-10-01T00:00:00.000,6818111,869328,36711,12806
2021-10-02T00:00:00.000,6818111,872833,36805,12849
2021-10-03T00:00:00.000,6818111,875341,36853,12884
2021-10-04T00:00:00.000,6818111,877090,36913,12908
2021-10-05T00:00:00.000,6818111,878518,36994,12955
2021-10-06T00:00:00.000,6818111,882437,37084,12999
2021-10-07T00:00:00.000,6818111,885323,37162,13031
2021-10-08T00:00:00.000,6818111,888159,37264,13075
2021-10-09T00:00:00.000,6818111,890691,37353,13123
2021-10-10T00:00:00.000,6818111,892584,37414,13158
2021-10-11T00:00:00.000,6818111,893607,37461,13175
2021-10-12T00:00:00.000,6818111,895619,37514,13219
2021-10-13T00:00:00.000,6818111,897978,37613,13285
2021-10-14T00:00:00.000,6818111,900581,37695,13345
2021-10-15T00:00:00.000,6818111,902938,37767,13391
2021-10-16T00:00:00.000,6818111,904297,37855,13432
2021-10-17T00:00:00.000,6818111,906655,37926,13469
2021-10-18T00:00:00.000,6818111,907882,37965,13486
2021-10-19T00:00:00.000,6818111,909499,38041,13538
2021-10-20T00:00:00.000,6818111,911321,38128,13585
2021-10-21T00:00:00.000,6818111,913100,38194,13624
2021-10-22T00:00:00.000,6818111,914755,38269,13668
2021-10-23T00:00:00.000,6818111,916504,38333,13708
2021-10-24T00:00:00.000,6818111,917757,38360,13738
2021-10-25T00:00:00.000,6818111,918700,38397,13745
2021-10-26T00:00:00.000,6818111,919999,38466,13793
2021-10-27T00:00:00.000,6818111,921630,38535,13827
2021-10-28T00:00:00.000,6818111,923125,38644,13870
2021-10-29T00:00:00.000,6818111,924771,38717,13907
2021-10-30T00:00:00.000,6818111,926179,38786,13948
2021-10-31T00:00:00.000,6818111,927165,38818,13976
2021-11-01T00:00:00.000,6818111,927999,38852,13984
2021-11-02T00:00:00.000,6818111,929244,38928,14020
2021-11-03T00:00:00.000,6818111,930679,38966,14052
2021-11-04T00:00:00.000,6818111,932173,39024,14089
2021-11-05T00:00:00.000,6818111,933542,39097,14125
2021-11-06T00:00:00.000,6818111,934928,39154,14155
2021-11-07T00:00:00.000,6818111,936015,39177,14181
2021-11-08T00:00:00.000,6818111,936928,39201,14190
2021-11-09T00:00:00.000,6818111,938376,39250,14225
2021-11-10T00:00:00.000,6818111,939783,39315,14261
2021-11-11T00:00:00.000,6818111,941371,39360,14294
2021-11-12T00:00:00.000,6818111,942837,39407,14321
2021-11-13T00:00:00.000,6818111,944138,39447,14355
2021-11-14T00:00:00.000,6818111,945190,39467,14380
2021-11-15T00:00:00.000,6818111,946061,39489,14392
2021-11-16T00:00:00.000,6818111,947271,39516,14422
2021-11-17T00:00:00.000,6818111,949803,39587,14443
2021-11-18T00:00:00.000,6818111,951698,39634,14469
2021-11-19T00:00:00.000,6818111,953460,39684,14492
2021-11-20T00:00:00.000,6818111,955098,39706,14521
2021-11-21T00:00:00.000,6818111,956473,39722,14543
2021-11-22T00:00:00.000,6818111,957570,39747,14548
2021-11-23T00:00:00.000,6818111,959156,39506,14573
2021-11-24T00:00:00.000,6818111,960691,39527,14597
2021-11-25T00:00:00.000,6818111,962472,39544,14616
2021-11-26T00:00:00.000,6818111,963739,39571,14635
2021-11-27T00:00:00.000,6818111,964887,39597,14656
2021-11-28T00:00:00.000,6818111,965776,39629,14677
2021-11-29T00:00:00.000,6818111,967209,39651,14684
2021-11-30T00:00:00.000,6818111,969116,39702,14710
2021-12-01T00:00:00.000,6818111,971529,39782,14730
2021-12-02T00:00:00.000,6818111,974001,39834,14741
2021-12-03T00:00:00.000,6818111,976599,39887,14753
2021-12-04T00:00:00.000,6818111,979219,39946,14764
2021-12-05T00:00:00.000,6818111,981379,39989,14770
2021-12-06T00:00:00.000,6818111,983055,40040,14771
2021-12-07T00:00:00.000,6818111,985297,40090,14798
2021-12-08T00:00:00.000,6818111,988147,40186,14838
2021-12-09T00:00:00.000,6818111,991221,40264,14868
2021-12-10T00:00:00.000,6818111,994069,40346,14895
2021-12-11T00:00:00.000,6818111,995561,40396,14929
2021-12-12T00:00:00.000,6818111,999026,40290,14952
2021-12-13T00:00:00.000,6818111,1000694,40300,14957
2021-12-14T00:00:00.000,6818111,1003110,40234,14992
2021-12-15T00:00:00.000,6818111,1006245,40119,15025
2021-12-16T00:00:00.000,6818111,1009933,40038,15055
2021-12-17T00:00:00.000,6818111,1013390,39963,15083
2021-12-18T00:00:00.000,6818111,1017398,40001,15115
2021-12-19T00:00:00.000,6818111,1020707,39984,15136
2021-12-20T00:00:00.000,6818111,1023698,39860,15136
2021-12-21T00:00:00.000,6818111,1028135,39935,15174
2021-12-22T00:00:00.000,6818111,1034107,40071,15224
2021-12-23T00:00:00.000,6818111,1040580,40203,15257
2021-12-24T00:00:00.000,6818111,1049336,40346,15294
2021-12-25T00:00:00.000,6818111,1057945,40527,15317
2021-12-26T00:00:00.000,6818111,1063377,40668,15317
2021-12-27T00:00:00.000,6818111,1067849,40797,15319
2021-12-28T00:00:00.000,6818111,1075288,40939,15504
2021-12-29T00:00:00.000,6818111,1087400,41337,15541
2021-12-30T00:00:00.000,6818111,1100900,41592,15565
2021-12-31T00:00:00.000,6818111,1118518,41862,15587
2022-01-01T00:00:00.000,6818111,1133230,42161,15601
2022-01-02T00:00:00.000,6818111,1152736,42717,15613
2022-01-03T00:00:00.000,6818111,1160703,42835,15615
2022-01-04T00:00:00.000,6818111,1176159,43267,15622
2022-01-05T00:00:00.000,6818111,1186887,43449,15631
2022-01-06T00:00:00.000,6818111,1202727,43755,15642
2022-01-07T00:00:00.000,6818111,1221036,44056,15651
2022-01-08T00:00:00.000,6818111,1247211,44439,15666
2022-01-09T00:00:00.000,6818111,1263276,44701,15671
2022-01-10T00:00:00.000,6818111,1278739,44973,15671
2022-01-11T00:00:00.000,6818111,1295420,45150,15715
2022-01-12T00:00:00.000,6818111,1315256,45375,15750
2022-01-13T00:00:00.000,6818111,1334198,45598,15785
2022-01-14T00:00:00.000,6818111,1351417,45827,15803
2022-01-15T00:00:00.000,6818111,1368259,46038,15809
2022-01-16T00:00:00.000,6818111,1386313,46229,15811
2022-01-17T00:00:00.000,6818111,1397155,46337,15814
2022-01-18T00:00:00.000,6818111,1407403,46464,15822
2022-01-19T00:00:00.000,6818111,1419883,46627,15835
2022-01-20T00:00:00.000,6818111,1434686,46775,15853
2022-01-21T00:00:00.000,6818111,1451713,46906,15852
2022-01-22T00:00:00.000,6818111,1464831,47018,15891
2022-01-23T00:00:00.000,6818111,1474139,47107,15919
2022-01-24T00:00:00.000,6818111,1481294,47179,15948
2022-01-25T00:00:00.000,6818111,1491993,47267,16002
2022-01-26T00:00:00.000,6818111,1503119,47398,16052
2022-01-27T00:00:00.000,6818111,1514862,47453,16088
2022-01-28T00:00:00.000,6818111,1525603,47546,16127
2022-01-29T00:00:00.000,6818111,1535331,47612,16168
2022-01-30T00:00:00.000,6818111,1541403,47645,16194
2022-01-31T00:00:00.000,6818111,1545650,47708,16217
2022-02-01T00:00:00.000,6818111,1551705,47610,16252
2022-02-02T00:00:00.000,6818111,1558383,47556,16412
2022-02-03T00:00:00.000,6818111,1565522,47236,16548
2022-02-04T00:00:00.000,6818111,1572022,47148,16703
2022-02-05T00:00:00.000,6818111,1577620,47152,16845
2022-02-06T00:00:00.000,6818111,1581409,47176,16973
2022-02-07T00:00:00.000,6818111,1584248,47201,17107
2022-02-08T00:00:00.000,6818111,1588937,47232,17227
2022-02-09T00:00:00.000,6818111,1593675,47183,17305
2022-02-10T00:00:00.000,6818111,1598402,47208,17393
2022-02-11T00:00:00.000,6818111,1602677,47170,17482
2022-02-12T00:00:00.000,6818111,1606632,47132,17584
2022-02-13T00:00:00.000,6818111,1608965,47118,17656
2022-02-14T00:00:00.000,6818111,1610726,47117,17697
2022-02-15T00:00:00.000,6818111,1613719,47143,17779
2022-02-16T00:00:00.000,6818111,1616749,47151,17878
2022-02-17T00:00:00.000,6818111,1619839,47156,17947
2022-02-18T00:00:00.000,6818111,1622685,47140,18016
2022-02-19T00:00:00.000,6818111,1625483,47103,18086
2022-02-20T00:00:00.000,6818111,1627238,47110,18145
2022-02-21T00:00:00.000,6818111,1628593,47122,18145
2022-02-22T00:00:00.000,6818111,1630682,47153,18230
2022-02-23T00:00:00.000,6818111,1632675,47199,18338
2022-02-24T00:00:00.000,6818111,1634851,47242,18440
2022-02-25T00:00:00.000,6818111,1636510,47258,18536
2022-02-26T00:00:00.000,6818111,1638449,47330,18683
2022-02-27T00:00:00.000,6818111,1639178,47335,18682
2022-02-28T00:00:00.000,6818111,1639942,47249,18771
2022-03-01T00:00:00.000,6818111,1641438,47284,18811
2022-03-02T00:00:00.000,6818111,1643050,47352,18859
2022-03-03T00:00:00.000,6818111,1644694,47414,18905
2022-03-04T00:00:00.000,6818111,1645791,47509,18955
2022-03-05T00:00:00.000,6818111,1647012,47579,19004
2022-03-06T00:00:00.000,6818111,1647659,47585,19043
2022-03-07T00:00:00.000,6818111,1648179,47594,19060
2022-03-08T00:00:00.000,6818111,1649266,47683,19098
2022-03-09T00:00:00.000,6818111,1650281,47764,19130
2022-03-10T00:00:00.000,6818111,1651940,47862,19165
2022-03-11T00:00:00.000,6818111,1653212,47948,19212
2022-03-12T00:00:00.000,6818111,1654127,48055,19258
2022-03-13T00:00:00.000,6818111,1654543,48063,19293
2022-03-14T00:00:00.000,6818111,1654893,48063,19315
2022-03-15T00:00:00.000,6818111,1656187,48188,19356
