,user_id,time,0,date,pred_duration,pred_duration_int
109,114156,2022-01-07T16:33:41Z,2022-01-12 07:40:48.000000000,2022-01-07 00:00:00.000000000,5 days 07:40:48,5
110,114156,2022-01-10T15:23:50Z,2022-01-15 16:19:12.000000000,2022-01-10 00:00:00.000000000,5 days 16:19:12,5
112,114156,2022-01-10T15:31:17Z,2022-01-15 16:19:12.000000000,2022-01-10 00:00:00.000000000,5 days 16:19:12,5
111,114156,2022-01-10T15:25:39Z,2022-01-15 16:19:12.000000000,2022-01-10 00:00:00.000000000,5 days 16:19:12,5
113,114156,2022-01-11T15:16:22Z,2022-01-16 12:28:48.000000000,2022-01-11 00:00:00.000000000,5 days 12:28:48,5
114,114156,2022-01-11T15:19:26Z,2022-01-16 12:28:48.000000000,2022-01-11 00:00:00.000000000,5 days 12:28:48,5
115,114156,2022-01-12T15:30:37Z,2022-01-16 12:28:48.000000000,2022-01-12 00:00:00.000000000,4 days 12:28:48,4
116,114156,2022-01-13T15:27:02Z,2022-01-17 08:38:23.999999999,2022-01-13 00:00:00.000000000,4 days 08:38:23.999999999,4
117,114156,2022-01-14T15:26:08Z,2022-01-16 12:28:48.000000000,2022-01-14 00:00:00.000000000,2 days 12:28:48,2
118,114156,2022-01-14T15:33:38Z,2022-01-16 12:28:48.000000000,2022-01-14 00:00:00.000000000,2 days 12:28:48,2
94,114156,2022-01-15T07:05:16Z,2022-01-14 20:09:36.000000000,2022-01-15 00:00:00.000000000,-1 days +20:09:36,-1
93,114156,2022-01-15T07:04:37Z,2022-01-14 00:00:00.000000000,2022-01-15 00:00:00.000000000,-1 days +00:00:00,-1
96,114156,2022-01-17T16:09:48Z,2022-01-14 00:00:00.000000000,2022-01-17 00:00:00.000000000,-3 days +00:00:00,-3
97,114156,2022-01-17T16:10:16Z,2022-01-14 00:00:00.000000000,2022-01-17 00:00:00.000000000,-3 days +00:00:00,-3
95,114156,2022-01-17T16:09:18Z,2022-01-14 00:00:00.000000000,2022-01-17 00:00:00.000000000,-3 days +00:00:00,-3
98,114156,2022-01-19T15:04:23Z,2022-01-14 00:00:00.000000000,2022-01-19 00:00:00.000000000,-5 days +00:00:00,-5
101,114156,2022-01-20T18:13:21Z,2022-01-14 00:00:00.000000000,2022-01-20 00:00:00.000000000,-6 days +00:00:00,-6
100,114156,2022-01-20T18:12:17Z,2022-01-14 00:00:00.000000000,2022-01-20 00:00:00.000000000,-6 days +00:00:00,-6
99,114156,2022-01-20T18:11:53Z,2022-01-14 00:00:00.000000000,2022-01-20 00:00:00.000000000,-6 days +00:00:00,-6
102,114156,2022-01-21T16:01:51Z,2022-01-14 00:00:00.000000000,2022-01-21 00:00:00.000000000,-7 days +00:00:00,-7
103,114156,2022-01-24T18:02:27Z,2022-01-14 00:00:00.000000000,2022-01-24 00:00:00.000000000,-10 days +00:00:00,-10
104,114156,2022-02-03T20:16:39Z,2022-01-14 00:00:00.000000000,2022-02-03 00:00:00.000000000,-20 days +00:00:00,-20
