,user_id,time,0,date,pred_duration,pred_duration_int
61,112076,2021-12-03T09:01:33Z,2021-12-23 20:09:36.000000000,2021-12-03 00:00:00.000000000,20 days 20:09:36,20
47,112076,2021-12-04T16:54:03Z,2022-01-09 19:12:00.000000000,2021-12-04 00:00:00.000000000,36 days 19:12:00,36
48,112076,2021-12-05T01:26:46Z,2021-12-12 05:45:36.000000000,2021-12-05 00:00:00.000000000,7 days 05:45:36,7
49,112076,2021-12-05T08:54:13Z,2021-12-12 05:45:36.000000000,2021-12-05 00:00:00.000000000,7 days 05:45:36,7
50,112076,2021-12-07T00:58:51Z,2021-12-23 03:50:24.000000000,2021-12-07 00:00:00.000000000,16 days 03:50:24,16
51,112076,2021-12-07T16:53:38Z,2021-12-03 20:09:36.000000000,2021-12-07 00:00:00.000000000,-4 days +20:09:36,-4
52,112076,2021-12-08T01:06:30Z,2021-12-03 00:00:00.000000000,2021-12-08 00:00:00.000000000,-5 days +00:00:00,-5
53,112076,2021-12-08T08:52:27Z,2021-12-03 00:00:00.000000000,2021-12-08 00:00:00.000000000,-5 days +00:00:00,-5
54,112076,2021-12-09T00:54:48Z,2021-12-03 00:00:00.000000000,2021-12-09 00:00:00.000000000,-6 days +00:00:00,-6
55,112076,2021-12-09T09:31:03Z,2021-12-03 00:00:00.000000000,2021-12-09 00:00:00.000000000,-6 days +00:00:00,-6
56,112076,2021-12-09T17:00:17Z,2021-12-03 00:00:00.000000000,2021-12-09 00:00:00.000000000,-6 days +00:00:00,-6
57,112076,2021-12-11T08:56:40Z,2021-12-03 00:00:00.000000000,2021-12-11 00:00:00.000000000,-8 days +00:00:00,-8
58,112076,2021-12-11T16:50:29Z,2021-12-03 00:00:00.000000000,2021-12-11 00:00:00.000000000,-8 days +00:00:00,-8
59,112076,2021-12-17T01:20:55Z,2021-12-03 00:00:00.000000000,2021-12-17 00:00:00.000000000,-14 days +00:00:00,-14
60,112076,2021-12-17T09:07:33Z,2021-12-03 00:00:00.000000000,2021-12-17 00:00:00.000000000,-14 days +00:00:00,-14
62,112076,2021-12-18T08:59:32Z,2021-12-03 00:00:00.000000000,2021-12-18 00:00:00.000000000,-15 days +00:00:00,-15
61,112076,2021-12-18T01:04:37Z,2021-12-03 00:00:00.000000000,2021-12-18 00:00:00.000000000,-15 days +00:00:00,-15
64,112076,2021-12-19T08:59:09Z,2021-12-03 00:00:00.000000000,2021-12-19 00:00:00.000000000,-16 days +00:00:00,-16
63,112076,2021-12-19T01:11:08Z,2021-12-03 00:00:00.000000000,2021-12-19 00:00:00.000000000,-16 days +00:00:00,-16
65,112076,2021-12-20T08:58:45Z,2021-12-03 00:00:00.000000000,2021-12-20 00:00:00.000000000,-17 days +00:00:00,-17
66,112076,2021-12-21T01:06:41Z,2021-12-03 00:00:00.000000000,2021-12-21 00:00:00.000000000,-18 days +00:00:00,-18
67,112076,2021-12-21T09:05:21Z,2021-12-03 00:00:00.000000000,2021-12-21 00:00:00.000000000,-18 days +00:00:00,-18
68,112076,2021-12-21T17:00:59Z,2021-12-03 00:00:00.000000000,2021-12-21 00:00:00.000000000,-18 days +00:00:00,-18
72,112076,2021-12-22T16:55:26Z,2021-12-03 00:00:00.000000000,2021-12-22 00:00:00.000000000,-19 days +00:00:00,-19
71,112076,2021-12-22T16:55:25Z,2021-12-03 00:00:00.000000000,2021-12-22 00:00:00.000000000,-19 days +00:00:00,-19
70,112076,2021-12-22T08:58:11Z,2021-12-03 00:00:00.000000000,2021-12-22 00:00:00.000000000,-19 days +00:00:00,-19
69,112076,2021-12-22T01:14:25Z,2021-12-03 00:00:00.000000000,2021-12-22 00:00:00.000000000,-19 days +00:00:00,-19
75,112076,2021-12-25T17:01:05Z,2022-03-02 00:57:36.000000000,2021-12-25 00:00:00.000000000,67 days 00:57:36,67
76,112076,2021-12-26T01:08:36Z,2022-03-07 22:04:48.000000000,2021-12-26 00:00:00.000000000,71 days 22:04:48,71
77,112076,2021-12-27T01:06:19Z,2022-03-09 14:24:00.000000000,2021-12-27 00:00:00.000000000,72 days 14:24:00,72
78,112076,2021-12-27T09:10:27Z,2022-03-06 05:45:36.000000000,2021-12-27 00:00:00.000000000,69 days 05:45:36,69
79,112076,2021-12-27T17:02:55Z,2022-02-18 06:43:12.000000000,2021-12-27 00:00:00.000000000,53 days 06:43:12,53
80,112076,2021-12-28T01:04:21Z,2022-02-25 20:09:36.000000000,2021-12-28 00:00:00.000000000,59 days 20:09:36,59
82,112076,2021-12-29T17:06:34Z,2022-03-07 01:55:12.000000000,2021-12-29 00:00:00.000000000,68 days 01:55:12,68
81,112076,2021-12-29T01:04:33Z,2022-03-03 17:16:48.000000000,2021-12-29 00:00:00.000000000,64 days 17:16:48,64
83,112076,2021-12-30T01:07:36Z,2022-03-08 18:14:24.000000000,2021-12-30 00:00:00.000000000,68 days 18:14:24,68
84,112076,2021-12-30T17:05:36Z,2022-03-09 14:24:00.000000000,2021-12-30 00:00:00.000000000,69 days 14:24:00,69
85,112076,2022-01-02T08:59:14Z,2022-03-12 02:52:48.000000000,2022-01-02 00:00:00.000000000,69 days 02:52:48,69
86,112076,2022-01-02T17:01:32Z,2022-03-12 23:02:24.000000000,2022-01-02 00:00:00.000000000,69 days 23:02:24,69
88,112076,2022-01-03T08:56:51Z,2022-03-13 19:12:00.000000000,2022-01-03 00:00:00.000000000,69 days 19:12:00,69
87,112076,2022-01-03T01:02:55Z,2022-03-13 19:12:00.000000000,2022-01-03 00:00:00.000000000,69 days 19:12:00,69
89,112076,2022-01-05T16:58:59Z,2022-03-13 19:12:00.000000000,2022-01-05 00:00:00.000000000,67 days 19:12:00,67
90,112076,2022-01-08T01:22:48Z,2022-03-12 02:52:48.000000000,2022-01-08 00:00:00.000000000,63 days 02:52:48,63
91,112076,2022-01-12T17:08:51Z,2022-03-12 02:52:48.000000000,2022-01-12 00:00:00.000000000,59 days 02:52:48,59
3,112076,2022-01-15T17:03:55Z,2022-04-06 07:40:48.000000000,2022-01-15 00:00:00.000000000,81 days 07:40:48,81
5,112076,2022-01-16T09:03:11Z,2022-04-06 07:40:48.000000000,2022-01-16 00:00:00.000000000,80 days 07:40:48,80
4,112076,2022-01-16T01:06:12Z,2022-04-06 07:40:48.000000000,2022-01-16 00:00:00.000000000,80 days 07:40:48,80
6,112076,2022-01-17T17:04:50Z,2022-04-06 07:40:48.000000000,2022-01-17 00:00:00.000000000,79 days 07:40:48,79
7,112076,2022-01-18T01:10:22Z,2022-04-05 11:31:12.000000000,2022-01-18 00:00:00.000000000,77 days 11:31:12,77
8,112076,2022-01-21T00:59:12Z,2022-04-05 11:31:12.000000000,2022-01-21 00:00:00.000000000,74 days 11:31:12,74
9,112076,2022-01-21T09:02:31Z,2022-04-06 07:40:48.000000000,2022-01-21 00:00:00.000000000,75 days 07:40:48,75
10,112076,2022-01-21T17:04:01Z,2022-04-06 07:40:48.000000000,2022-01-21 00:00:00.000000000,75 days 07:40:48,75
12,112076,2022-01-23T08:56:24Z,2022-04-06 07:40:48.000000000,2022-01-23 00:00:00.000000000,73 days 07:40:48,73
11,112076,2022-01-23T01:05:20Z,2022-04-06 07:40:48.000000000,2022-01-23 00:00:00.000000000,73 days 07:40:48,73
13,112076,2022-01-23T17:00:17Z,2022-04-05 11:31:12.000000000,2022-01-23 00:00:00.000000000,72 days 11:31:12,72
14,112076,2022-01-31T00:59:52Z,2022-04-03 19:12:00.000000000,2022-01-31 00:00:00.000000000,62 days 19:12:00,62
15,112076,2022-01-31T08:58:15Z,2022-04-03 19:12:00.000000000,2022-01-31 00:00:00.000000000,62 days 19:12:00,62
16,112076,2022-02-01T01:01:43Z,2022-04-03 19:12:00.000000000,2022-02-01 00:00:00.000000000,61 days 19:12:00,61
17,112076,2022-02-02T17:02:47Z,2022-04-06 07:40:48.000000000,2022-02-02 00:00:00.000000000,63 days 07:40:48,63
18,112076,2022-02-03T01:05:24Z,2022-04-06 07:40:48.000000000,2022-02-03 00:00:00.000000000,62 days 07:40:48,62
20,112076,2022-02-03T17:06:53Z,2022-04-05 11:31:12.000000000,2022-02-03 00:00:00.000000000,61 days 11:31:12,61
19,112076,2022-02-03T09:01:12Z,2022-04-05 11:31:12.000000000,2022-02-03 00:00:00.000000000,61 days 11:31:12,61
