user_id,decision_date
121092,1
112510,1
112479,1
117458,1
119188,1
120949,1
110540,1
103734,1
103275,1
102210,1
101956,1
120952,1
121070,1
121041,2
116440,2
119839,2
117938,2
100345,2
103777,2
112133,2
113141,2
112705,3
117580,3
117502,4
111805,4
119005,5
118777,6
107445,6
116812,8
109742,15
115375,15
115725,18
112197,19
114156,25
112076,35
