user_id,decision_date
119156,1
101412,1
102210,1
103246,1
119188,1
105906,1
120798,1
110540,1
119478,1
120949,1
120536,1
112133,1
120408,1
112655,1
117938,2
117580,2
121092,2
109233,2
120491,2
113141,3
119839,3
115866,3
103777,3
119005,4
116440,4
111805,4
107445,7
112705,8
117502,10
111856,12
115375,15
100345,21
118777,22
116812,26
112197,32
115725,38
109742,41
114156,54
112076,67
